ID	Split
mol_238	train
mol_239	train
mol_240	train
mol_241	val
mol_242	train
mol_243	train
mol_244	train
mol_245	train
mol_246	train
mol_247	train
mol_248	train
mol_249	train
mol_250	train
mol_251	train
mol_252	train
mol_253	train
mol_254	train
mol_255	train
mol_256	train
mol_257	train
mol_258	train
mol_259	train
mol_260	train
mol_261	train
mol_262	val
mol_263	val
mol_264	val
mol_265	val
mol_266	train
mol_267	train
mol_268	train
mol_269	train
mol_270	train
mol_271	train
mol_272	val
mol_273	train
mol_274	train
mol_275	train
mol_276	train
mol_277	train
mol_278	train
mol_279	train
mol_280	train
mol_281	train
mol_282	train
mol_283	val
mol_284	train
mol_285	train
mol_286	train
mol_287	train
mol_288	train
mol_289	train
mol_290	train
mol_291	train
mol_292	train
mol_293	train
mol_294	train
mol_295	train
mol_296	val
mol_297	train
mol_298	train
mol_299	train
mol_300	train
mol_301	train
mol_302	train
mol_303	train
mol_304	train
mol_305	train
mol_306	train
mol_307	train
mol_308	train
mol_309	train
mol_310	train
mol_311	train
mol_312	train
mol_313	train
mol_314	train
mol_315	train
mol_316	train
mol_317	train
mol_318	train
mol_319	val
mol_320	val
mol_321	val
mol_322	train
mol_323	val
mol_324	train
mol_325	train
mol_326	train
mol_327	test
mol_328	train
mol_329	train
mol_330	train
mol_331	train
mol_332	train
mol_333	train
mol_334	val
mol_335	val
mol_336	train
mol_337	train
mol_338	train
mol_339	train
mol_340	train
mol_341	train
mol_342	train
mol_343	val
mol_344	train
mol_345	test
mol_346	train
mol_347	val
mol_348	val
mol_349	train
mol_350	train
mol_351	train
mol_352	train
mol_353	train
mol_354	train
mol_355	train
mol_356	train
mol_357	train
mol_358	train
mol_359	train
mol_360	train
mol_361	train
mol_362	train
mol_363	train
mol_364	train
mol_365	train
mol_366	train
mol_367	train
mol_368	train
mol_369	test
mol_370	train
mol_371	test
mol_372	train
mol_373	test
mol_374	test
mol_375	test
mol_376	test
mol_377	test
mol_378	test
mol_379	test
mol_380	train
mol_381	train
mol_382	train
mol_383	test
mol_384	test
mol_385	test
mol_386	val
mol_387	val
mol_388	val
mol_389	train
mol_390	train
mol_391	train
mol_392	train
mol_393	train
mol_394	train
mol_395	train
mol_396	train
mol_397	val
mol_398	train
mol_399	train
mol_400	train
mol_401	train
mol_402	test
mol_403	train
mol_404	train
mol_405	val
mol_406	val
mol_407	train
mol_408	train
mol_409	train
mol_410	test
mol_411	train
mol_412	train
mol_413	val
mol_414	val
mol_415	train
mol_416	train
mol_417	train
mol_418	train
mol_419	train
mol_420	train
mol_421	train
mol_422	train
mol_423	train
mol_424	train
mol_425	val
mol_426	train
mol_427	train
mol_428	train
mol_429	val
mol_430	train
mol_431	train
mol_432	train
mol_433	train
mol_434	test
mol_435	train
mol_436	train
mol_437	val
mol_438	train
mol_439	train
mol_440	train
mol_441	train
mol_442	train
mol_443	train
mol_444	train
mol_445	train
mol_446	train
mol_447	val
mol_448	val
mol_449	train
mol_450	train
mol_451	train
mol_452	train
mol_453	train
mol_454	train
mol_455	val
mol_456	train
mol_457	val
mol_458	train
mol_459	train
mol_460	train
mol_461	train
mol_462	train
mol_463	test
mol_464	val
mol_465	test
mol_466	train
mol_467	train
mol_468	test
mol_469	test
mol_470	test
mol_471	test
mol_472	test
mol_473	test
mol_474	test
mol_475	test
mol_476	test
mol_477	test
mol_478	test
mol_479	test
mol_480	test
mol_481	train
mol_482	train
mol_483	test
mol_484	val
mol_485	test
mol_486	test
mol_487	test
mol_488	test
mol_489	train
mol_490	train
mol_491	train
mol_492	val
mol_493	train
mol_494	train
mol_495	test
mol_496	val
mol_497	val
mol_498	train
mol_499	train
mol_500	train
mol_501	train
mol_502	train
mol_503	train
mol_504	train
mol_505	train
mol_506	train
mol_507	val
mol_508	train
mol_509	val
mol_510	train
mol_511	train
mol_512	train
mol_513	val
mol_514	val
mol_515	train
mol_516	train
mol_517	train
mol_518	train
mol_519	val
mol_520	train
mol_521	train
mol_522	train
mol_523	train
mol_524	train
mol_525	train
mol_526	val
mol_527	train
mol_528	train
mol_529	train
mol_530	train
mol_531	train
mol_532	train
mol_533	train
mol_534	train
mol_535	train
mol_536	train
mol_537	train
mol_538	train
mol_539	val
mol_540	val
mol_541	val
mol_542	val
mol_543	train
mol_544	train
mol_545	train
mol_546	train
mol_547	test
mol_548	val
mol_549	val
mol_550	test
mol_551	test
mol_552	test
mol_553	test
mol_554	test
mol_555	test
mol_556	test
mol_557	test
mol_558	test
mol_559	test
mol_560	test
mol_561	train
mol_562	train
mol_563	test
mol_564	test
mol_565	test
mol_566	test
mol_567	test
mol_568	val
mol_569	val
mol_570	val
mol_571	train
mol_572	train
mol_573	train
mol_574	train
mol_575	train
mol_576	train
mol_577	train
mol_578	train
mol_579	train
mol_580	train
mol_581	val
mol_582	train
mol_583	train
mol_584	train
mol_585	train
mol_586	train
mol_587	val
mol_588	train
mol_589	train
mol_590	val
mol_591	train
mol_592	train
mol_593	train
mol_594	test
mol_595	train
mol_596	val
mol_597	train
mol_598	val
mol_599	val
mol_600	val
mol_601	train
mol_602	test
mol_603	val
mol_604	train
mol_605	train
mol_606	train
mol_607	val
mol_608	train
mol_609	train
mol_610	train
mol_611	train
mol_612	train
mol_613	val
mol_614	test
mol_615	test
mol_616	test
mol_617	test
mol_618	test
mol_619	test
mol_620	test
mol_621	train
mol_622	test
mol_623	test
mol_624	test
mol_625	val
mol_626	train
mol_627	test
mol_628	val
mol_629	train
mol_630	train
mol_631	train
mol_632	train
mol_633	val
mol_634	val
mol_635	train
mol_636	train
mol_637	val
mol_638	train
mol_639	train
mol_640	val
mol_641	train
mol_642	train
mol_643	train
mol_644	train
mol_645	train
mol_646	train
mol_647	train
mol_648	val
mol_649	train
mol_650	train
mol_651	val
mol_652	train
mol_653	train
mol_654	train
mol_655	train
mol_656	train
mol_657	val
mol_658	val
mol_659	val
mol_660	val
mol_661	test
mol_662	test
mol_663	test
mol_664	test
mol_665	train
mol_666	train
mol_667	test
mol_668	train
mol_669	train
mol_670	val
mol_671	train
mol_672	train
mol_673	train
mol_674	val
mol_675	val
mol_676	val
mol_677	test
mol_678	train
mol_679	train
mol_680	test
mol_681	train
mol_682	train
mol_683	train
mol_684	test
mol_685	train
mol_686	val
mol_687	test
mol_688	test
mol_689	test
mol_690	test
mol_691	val
mol_692	train
mol_693	val
mol_694	val
mol_695	train
mol_696	val
mol_697	val
mol_698	val
mol_699	train
mol_700	train
mol_701	val
mol_702	train
mol_703	train
mol_704	train
mol_705	train
mol_706	train
mol_707	train
mol_708	train
mol_709	val
mol_710	val
mol_711	val
mol_712	val
mol_713	val
mol_714	val
mol_715	test
mol_716	test
mol_717	test
mol_718	test
mol_719	train
mol_720	train
mol_721	val
mol_722	val
mol_723	train
mol_724	val
mol_725	train
mol_726	train
mol_727	train
mol_728	train
mol_729	train
mol_730	val
mol_731	train
mol_732	val
mol_733	train
mol_734	train
mol_735	train
mol_736	train
mol_737	val
mol_738	val
mol_739	train
mol_740	val
mol_741	train
mol_742	test
mol_743	test
mol_744	test
mol_745	val
mol_746	test
mol_747	test
mol_748	test
mol_749	test
mol_750	val
mol_751	val
mol_752	val
mol_753	train
mol_754	train
mol_755	train
mol_756	train
mol_757	val
mol_758	train
mol_759	train
mol_760	train
mol_761	train
mol_762	train
mol_763	train
mol_764	val
mol_765	train
mol_766	val
mol_767	val
mol_768	test
mol_769	test
mol_770	test
mol_771	test
mol_772	test
mol_773	train
mol_774	train
mol_775	train
mol_776	val
mol_777	train
mol_778	train
mol_779	val
mol_780	train
mol_781	train
mol_782	train
mol_783	val
mol_784	val
mol_785	val
mol_786	train
mol_787	train
mol_788	val
mol_789	train
mol_790	test
mol_791	val
mol_792	val
mol_793	val
mol_794	train
mol_795	train
mol_796	val
mol_797	val
mol_798	train
mol_799	train
mol_800	test
mol_801	train
mol_802	train
mol_803	test
mol_804	train
mol_805	val
mol_806	train
mol_807	train
mol_808	val
mol_809	val
mol_810	train
mol_811	train
mol_812	test
mol_813	train
mol_814	test
mol_815	val
mol_816	val
mol_817	train
mol_818	train
mol_819	train
mol_820	val
mol_821	train
mol_822	val
mol_823	val
mol_824	test
mol_825	val
mol_826	test
mol_827	train
mol_828	val
mol_829	val
mol_830	val
mol_831	val
mol_832	train
mol_833	val
mol_834	val
mol_835	test
mol_836	train
mol_837	train
mol_838	train
mol_839	train
mol_840	val
mol_841	train
mol_842	val
mol_843	train
mol_844	val
mol_845	train
mol_846	val
mol_847	train
mol_848	val
mol_849	val
mol_850	train
mol_851	val
mol_852	val
mol_853	train
mol_854	val
mol_855	train
mol_856	val
mol_857	train
mol_858	train
mol_859	train
mol_860	train
mol_861	val
mol_862	train
mol_863	test
mol_864	train
mol_865	val
mol_866	train
mol_867	train
mol_868	train
mol_869	train
mol_870	train
mol_871	train
mol_872	train
mol_873	val
mol_874	train
mol_875	train
mol_876	val
mol_877	test
mol_878	train
mol_879	train
mol_880	val
mol_881	train
mol_882	test
mol_883	test
mol_884	val
mol_885	test
mol_886	train
mol_887	train
mol_888	train
mol_889	train
mol_890	train
mol_891	train
mol_892	val
mol_893	train
mol_894	val
mol_895	val
mol_896	train
mol_897	train
mol_898	val
mol_899	train
mol_900	val
mol_901	train
mol_902	train
mol_903	train
mol_904	test
mol_905	train
mol_906	train
mol_907	val
mol_908	train
mol_909	train
mol_910	train
mol_911	val
mol_912	test
mol_913	train
mol_914	test
mol_915	train
mol_916	test
mol_917	val
mol_918	val
mol_919	train
mol_920	val
mol_921	train
mol_922	val
mol_923	val
mol_924	val
mol_925	val
mol_926	val
mol_927	train
mol_928	train
mol_929	train
mol_930	train
mol_931	train
mol_932	train
mol_933	val
mol_934	train
mol_935	val
mol_936	train
mol_937	train
mol_938	val
mol_939	train
mol_940	train
mol_941	test
mol_942	train
mol_943	val
mol_944	train
mol_945	test
mol_946	test
mol_947	val
mol_948	train
mol_949	train
mol_950	train
mol_951	val
mol_952	train
mol_953	train
mol_954	train
mol_955	train
mol_956	val
mol_957	train
mol_958	train
mol_959	test
mol_960	train
mol_961	train
mol_962	val
mol_963	val
mol_964	train
mol_965	train
mol_966	train
mol_967	train
mol_968	train
mol_969	train
mol_970	train
mol_971	train
mol_972	train
mol_973	train
mol_974	val
mol_975	val
mol_976	val
mol_977	train
mol_978	train
mol_979	train
mol_980	val
mol_981	train
mol_982	train
mol_983	train
mol_984	train
mol_985	train
mol_986	val
mol_987	val
mol_988	train
mol_989	test
mol_990	val
mol_991	train
mol_992	train
mol_993	train
mol_994	train
mol_995	train
mol_996	val
mol_997	train
mol_998	train
mol_999	val
mol_1000	val
mol_1001	val
mol_1002	train
mol_1003	test
mol_1004	val
mol_1005	test
mol_1006	train
mol_1007	val
mol_1008	train
mol_1009	test
mol_1010	train
mol_1011	val
mol_1012	train
mol_1013	train
mol_1014	train
mol_1015	train
mol_1016	train
mol_1017	train
mol_1018	val
mol_1019	train
mol_1020	train
mol_1021	train
mol_1022	val
mol_1023	train
mol_1024	val
mol_1025	train
mol_1026	val
mol_1027	test
mol_1028	train
mol_1029	val
mol_1030	val
mol_1031	train
mol_1032	train
mol_1033	val
mol_1034	train
mol_1035	train
mol_1036	val
mol_1037	train
mol_1038	train
mol_1039	train
mol_1040	test
mol_1041	train
mol_1042	train
mol_1043	train
mol_1044	train
mol_1045	val
mol_1046	train
mol_1047	train
mol_1048	train
mol_1049	train
mol_1050	val
mol_1051	val
mol_1052	train
mol_1053	train
mol_1054	val
mol_1055	val
mol_1056	val
mol_1057	train
mol_1058	train
mol_1059	train
mol_1060	train
mol_1061	train
mol_1062	train
mol_1063	val
mol_1064	train
mol_1065	train
mol_1066	train
mol_1067	test
mol_1068	train
mol_1069	train
mol_1070	val
mol_1071	val
mol_1072	test
mol_1073	val
mol_1074	val
mol_1075	train
mol_1076	train
mol_1077	train
mol_1078	train
mol_1079	train
mol_1080	train
mol_1081	val
mol_1082	train
mol_1083	val
mol_1084	val
mol_1085	train
mol_1086	train
mol_1087	train
mol_1088	val
mol_1089	train
mol_1090	train
mol_1091	val
mol_1092	val
mol_1093	test
mol_1094	train
mol_1095	val
mol_1096	train
mol_1097	train
mol_1098	val
mol_1099	val
mol_1100	train
mol_1101	val
mol_1102	val
mol_1103	val
mol_1104	val
mol_1105	train
mol_1106	val
mol_1107	train
mol_1108	val
mol_1109	test
mol_1110	val
mol_1111	test
mol_1112	train
mol_1113	train
mol_1114	val
mol_1115	val
mol_1116	train
mol_1117	train
mol_1118	train
mol_1119	train
mol_1120	train
mol_1121	train
mol_1122	val
mol_1123	val
mol_1124	train
mol_1125	test
mol_1126	train
mol_1127	train
mol_1128	val
mol_1129	test
mol_1130	test
mol_1131	train
mol_1132	val
mol_1133	val
mol_1134	test
mol_1135	test
mol_1136	val
mol_1137	val
mol_1138	train
mol_1139	train
mol_1140	train
mol_1141	train
mol_1142	val
mol_1143	val
mol_1144	train
mol_1145	train
mol_1146	train
mol_1147	train
mol_1148	val
mol_1149	train
mol_1150	val
mol_1151	val
mol_1152	val
mol_1153	train
mol_1154	train
mol_1155	val
mol_1156	val
mol_1157	val
mol_1158	val
mol_1159	train
mol_1160	train
mol_1161	train
mol_1162	val
mol_1163	train
mol_1164	val
mol_1165	train
mol_1166	train
mol_1167	train
mol_1168	train
mol_1169	train
mol_1170	train
mol_1171	val
mol_1172	val
mol_1173	test
mol_1174	val
mol_1175	train
mol_1176	val
mol_1177	val
mol_1178	val
mol_1179	train
mol_1180	train
mol_1181	train
mol_1182	val
mol_1183	train
mol_1184	train
mol_1185	val
mol_1186	val
mol_1187	val
mol_1188	test
mol_1189	train
mol_1190	val
mol_1191	val
mol_1192	train
mol_1193	val
mol_1194	train
mol_1195	train
mol_1196	train
mol_1197	train
mol_1198	val
mol_1199	test
mol_1200	val
mol_1201	val
mol_1202	train
mol_1203	test
mol_1204	train
mol_1205	train
mol_1206	val
mol_1207	val
mol_1208	val
mol_1209	train
mol_1210	train
mol_1211	val
mol_1212	train
mol_1213	val
mol_1214	train
mol_1215	train
mol_1216	train
mol_1217	test
mol_1218	val
mol_1219	train
mol_1220	test
mol_1221	train
mol_1222	train
mol_1223	val
mol_1224	val
mol_1225	val
mol_1226	train
mol_1227	train
mol_1228	val
mol_1229	train
mol_1230	val
mol_1231	test
mol_1232	train
mol_1233	val
mol_1234	train
mol_1235	val
mol_1236	train
mol_1237	train
mol_1238	train
mol_1239	train
mol_1240	train
mol_1241	test
mol_1242	val
mol_1243	train
mol_1244	train
mol_1245	train
mol_1246	train
mol_1247	val
mol_1248	val
mol_1249	train
mol_1250	val
mol_1251	train
mol_1252	train
mol_1253	val
mol_1254	val
mol_1255	train
mol_1256	val
mol_1257	train
mol_1258	train
mol_1259	train
mol_1260	train
mol_1261	train
mol_1262	val
mol_1263	train
mol_1264	train
mol_1265	train
mol_1266	val
mol_1267	val
mol_1268	train
mol_1269	train
mol_1270	val
mol_1271	train
mol_1272	train
mol_1273	train
mol_1274	train
mol_1275	val
mol_1276	train
mol_1277	val
mol_1278	val
mol_1279	val
mol_1280	train
mol_1281	val
mol_1282	val
mol_1283	train
mol_1284	val
mol_1285	val
mol_1286	train
mol_1287	train
mol_1288	val
mol_1289	train
mol_1290	train
mol_1291	val
mol_1292	train
mol_1293	val
mol_1294	val
mol_1295	train
mol_1296	val
mol_1297	val
mol_1298	val
mol_1299	train
mol_1300	train
mol_1301	train
mol_1302	val
mol_1303	val
mol_1304	train
mol_1305	train
mol_1306	val
mol_1307	val
mol_1308	val
mol_1309	val
mol_1310	train
mol_1311	train
mol_1312	train
mol_1313	val
mol_1314	val
mol_1315	train
mol_1316	train
mol_1317	val
mol_1318	train
mol_1319	train
mol_1320	train
mol_1321	train
mol_1322	train
mol_1323	train
mol_1324	train
mol_1325	train
mol_1326	train
mol_1327	train
mol_1328	train
mol_1329	train
mol_1330	train
mol_1331	train
mol_1332	train
mol_1333	val
mol_1334	val
mol_1335	train
mol_1336	val
mol_1337	val
mol_1338	train
mol_1339	train
mol_1340	val
mol_1341	val
mol_1342	train
mol_1343	train
mol_1344	train
mol_1345	val
mol_1346	val
mol_1347	val
mol_1348	val
mol_1349	val
mol_1350	val
mol_1351	train
mol_1352	val
mol_1353	val
mol_1354	val
mol_1355	val
mol_1356	val
mol_1357	train
mol_1358	val
mol_1359	train
mol_1360	train
mol_1361	train
mol_1362	val
mol_1363	train
mol_1364	train
mol_1365	train
mol_1366	train
mol_1367	val
mol_1368	val
mol_1369	val
mol_1370	train
mol_1371	train
mol_1372	train
mol_1373	train
mol_1374	val
mol_1375	val
mol_1376	val
mol_1377	val
mol_1378	val
mol_1379	val
mol_1380	train
mol_1381	val
mol_1382	train
mol_1383	train
mol_1384	train
mol_1385	val
mol_1386	train
mol_1387	val
mol_1388	val
mol_1389	val
mol_1390	val
mol_1391	train
mol_1392	train
mol_1393	val
mol_1394	val
mol_1395	train
mol_1396	train
mol_1397	train
mol_1398	val
mol_1399	train
mol_1400	train
mol_1401	train
mol_1402	train
mol_1403	train
mol_1404	train
mol_1405	train
mol_1406	train
mol_1407	train
mol_1408	train
mol_1409	train
mol_1410	train
mol_1411	train
mol_1412	train
mol_1413	train
mol_1414	val
mol_1415	train
mol_1416	train
mol_1417	train
mol_1418	val
mol_1419	train
mol_1420	train
mol_1421	val
mol_1422	val
mol_1423	train
mol_1424	val
mol_1425	val
mol_1426	val
mol_1427	train
mol_1428	val
mol_1429	train
mol_1430	train
mol_1431	val
mol_1432	train
mol_1433	train
mol_1434	train
mol_1435	train
mol_1436	val
mol_1437	val
mol_1438	val
mol_1439	val
mol_1440	val
mol_1441	train
mol_1442	train
mol_1443	train
mol_1444	val
mol_1445	val
mol_1446	train
mol_1447	val
mol_1448	train
mol_1449	train
mol_1450	val
mol_1451	val
mol_1452	val
mol_1453	val
mol_1454	train
mol_1455	train
mol_1456	train
mol_1457	train
mol_1458	train
mol_1459	train
mol_1460	train
mol_1461	train
mol_1462	val
mol_1463	train
mol_1464	train
mol_1465	train
mol_1466	train
mol_1467	train
mol_1468	train
mol_1469	train
mol_1470	train
mol_1471	val
mol_1472	val
mol_1473	val
mol_1474	val
mol_1475	val
mol_1476	train
mol_1477	train
mol_1478	val
mol_1479	val
mol_1480	val
mol_1481	train
mol_1482	train
mol_1483	train
mol_1484	val
mol_1485	train
mol_1486	val
mol_1487	train
mol_1488	val
mol_1489	train
mol_1490	train
mol_1491	train
mol_1492	train
mol_1493	train
mol_1494	train
mol_1495	train
mol_1496	train
mol_1497	train
mol_1498	train
mol_1499	train
mol_1500	train
mol_1501	train
mol_1502	train
mol_1503	train
mol_1504	train
mol_1505	train
mol_1506	train
mol_1507	train
mol_1508	train
mol_1509	train
mol_1510	val
mol_1511	val
mol_1512	train
