ID	Split	Source
mol_360	train	assigned
mol_361	train	assigned
mol_362	train	assigned
mol_363	train	assigned
mol_364	train	assigned
mol_365	test	assigned
mol_366	train	assigned
mol_367	train	sampled
mol_368	test	assigned
mol_369	train	assigned
mol_370	train	assigned
mol_371	val	sampled
mol_372	train	assigned
mol_373	train	sampled
mol_374	train	assigned
mol_375	train	assigned
mol_376	train	sampled
mol_377	train	assigned
mol_378	test	sampled
mol_379	train	assigned
mol_380	train	sampled
mol_381	val	sampled
mol_382	train	assigned
mol_383	train	assigned
mol_384	train	assigned
mol_385	train	assigned
mol_386	train	assigned
mol_387	train	assigned
mol_388	train	assigned
mol_389	train	assigned
mol_390	train	assigned
mol_391	train	assigned
mol_392	train	assigned
mol_393	test	sampled
mol_394	train	assigned
mol_395	train	assigned
mol_396	train	assigned
mol_397	train	assigned
mol_398	train	assigned
mol_399	train	assigned
mol_400	train	assigned
mol_401	train	sampled
mol_402	train	assigned
mol_403	val	assigned
mol_404	train	assigned
mol_405	val	assigned
mol_406	val	assigned
mol_407	train	assigned
mol_408	val	sampled
mol_409	train	assigned
mol_410	val	sampled
mol_411	train	assigned
mol_412	train	assigned
mol_413	train	assigned
mol_414	train	sampled
mol_415	val	sampled
mol_416	train	assigned
mol_417	train	assigned
mol_418	train	sampled
mol_419	val	assigned
mol_420	train	assigned
mol_421	train	sampled
mol_422	train	assigned
mol_423	train	assigned
mol_424	val	assigned
mol_425	test	sampled
mol_426	train	sampled
mol_427	train	assigned
mol_428	train	assigned
mol_429	test	sampled
mol_430	train	assigned
mol_431	test	assigned
mol_432	train	sampled
mol_433	val	assigned
mol_434	train	sampled
mol_435	test	sampled
mol_436	train	assigned
mol_437	train	sampled
mol_438	train	sampled
mol_439	train	sampled
mol_440	train	assigned
mol_441	train	assigned
mol_442	train	assigned
mol_443	train	assigned
mol_444	train	assigned
mol_445	train	sampled
mol_446	train	assigned
mol_447	train	sampled
mol_448	val	assigned
mol_449	val	assigned
mol_450	train	assigned
mol_451	train	assigned
mol_452	val	assigned
mol_453	train	sampled
mol_454	test	assigned
mol_455	test	assigned
mol_456	train	assigned
mol_457	train	sampled
mol_458	test	assigned
mol_459	train	assigned
mol_460	train	assigned
mol_461	val	assigned
mol_462	train	assigned
mol_463	train	assigned
mol_464	train	assigned
mol_465	train	sampled
mol_466	test	assigned
mol_467	train	assigned
mol_468	train	sampled
mol_469	train	sampled
mol_470	train	assigned
mol_471	train	assigned
mol_472	train	sampled
mol_473	train	sampled
mol_474	train	assigned
mol_475	train	assigned
mol_476	val	sampled
mol_477	val	assigned
mol_478	test	sampled
mol_479	test	sampled
mol_480	train	assigned
mol_481	test	assigned
mol_482	test	assigned
mol_483	train	assigned
mol_484	train	assigned
mol_485	test	assigned
mol_486	train	sampled
mol_487	val	sampled
mol_488	test	assigned
mol_489	train	assigned
mol_490	train	assigned
mol_491	test	sampled
mol_492	train	assigned
mol_493	train	assigned
mol_494	train	assigned
mol_495	train	assigned
mol_496	train	sampled
mol_497	train	assigned
mol_498	train	assigned
mol_499	val	assigned
mol_500	train	sampled
mol_501	train	sampled
mol_502	train	assigned
mol_503	train	sampled
mol_504	train	assigned
mol_505	train	sampled
mol_506	train	sampled
mol_507	train	assigned
mol_508	train	assigned
mol_509	train	sampled
mol_510	train	assigned
mol_511	train	sampled
mol_512	train	assigned
mol_513	train	assigned
mol_514	train	assigned
mol_515	train	assigned
mol_516	val	assigned
mol_517	train	assigned
mol_518	train	sampled
mol_519	train	assigned
mol_520	train	assigned
mol_521	test	assigned
mol_522	train	assigned
mol_523	train	assigned
mol_524	val	assigned
mol_525	test	assigned
mol_526	train	assigned
mol_527	train	sampled
mol_528	train	assigned
mol_529	train	assigned
mol_530	test	assigned
mol_531	val	assigned
mol_532	train	sampled
mol_533	train	sampled
mol_534	train	sampled
mol_535	train	sampled
mol_536	train	assigned
mol_537	train	assigned
mol_538	train	sampled
mol_539	train	assigned
mol_540	test	assigned
mol_541	train	assigned
mol_542	train	assigned
mol_543	test	sampled
mol_544	test	sampled
mol_545	test	assigned
mol_546	train	assigned
mol_547	val	sampled
mol_548	val	sampled
mol_549	val	sampled
mol_550	val	sampled
mol_551	train	assigned
mol_552	train	assigned
mol_553	train	assigned
mol_554	test	sampled
mol_555	test	assigned
mol_556	val	assigned
mol_557	train	assigned
mol_558	train	assigned
mol_559	train	assigned
mol_560	val	assigned
mol_561	train	sampled
mol_562	test	assigned
mol_563	train	assigned
mol_564	train	assigned
mol_565	val	sampled
mol_566	train	assigned
mol_567	train	assigned
mol_568	train	assigned
mol_569	val	assigned
mol_570	train	assigned
mol_571	test	assigned
mol_572	val	assigned
mol_573	val	sampled
mol_574	val	assigned
mol_575	train	assigned
mol_576	val	sampled
mol_577	train	assigned
mol_578	train	assigned
mol_579	train	assigned
mol_580	test	assigned
mol_581	train	assigned
mol_582	train	assigned
mol_583	train	assigned
mol_584	train	assigned
mol_585	val	sampled
mol_586	train	sampled
mol_587	train	assigned
mol_588	train	assigned
mol_589	train	assigned
mol_590	train	assigned
mol_591	train	assigned
mol_592	train	sampled
mol_593	train	assigned
mol_594	val	assigned
mol_595	val	assigned
mol_596	val	assigned
mol_597	train	assigned
mol_598	train	assigned
mol_599	val	sampled
mol_600	train	assigned
mol_601	test	sampled
mol_602	train	assigned
mol_603	val	assigned
mol_604	train	sampled
mol_605	val	assigned
mol_606	train	assigned
mol_607	train	assigned
mol_608	val	assigned
mol_609	train	assigned
mol_610	train	assigned
mol_611	val	sampled
mol_612	train	assigned
mol_613	val	assigned
mol_614	train	assigned
mol_615	train	assigned
mol_616	train	assigned
mol_617	train	assigned
mol_618	train	assigned
mol_619	val	assigned
mol_620	val	sampled
mol_621	val	assigned
mol_622	val	sampled
mol_623	train	assigned
mol_624	train	sampled
mol_625	train	sampled
mol_626	train	sampled
mol_627	val	assigned
mol_628	train	assigned
mol_629	train	assigned
mol_630	train	assigned
mol_631	train	assigned
mol_632	train	assigned
mol_633	test	assigned
mol_634	train	assigned
mol_635	train	assigned
mol_636	test	assigned
mol_637	test	assigned
mol_638	test	assigned
mol_639	train	assigned
mol_640	train	sampled
mol_641	train	sampled
mol_642	test	sampled
mol_643	val	assigned
mol_644	train	assigned
mol_645	train	assigned
mol_646	train	assigned
mol_647	train	sampled
mol_648	test	assigned
mol_649	train	assigned
mol_650	val	assigned
mol_651	train	assigned
mol_652	train	sampled
mol_653	train	assigned
mol_654	val	assigned
mol_655	train	assigned
mol_656	train	assigned
mol_657	train	assigned
mol_658	train	assigned
mol_659	train	assigned
mol_660	train	assigned
mol_661	train	assigned
mol_662	train	sampled
mol_663	train	assigned
mol_664	train	assigned
mol_665	train	sampled
mol_666	train	assigned
mol_667	test	assigned
mol_668	test	assigned
mol_669	test	assigned
mol_670	train	assigned
mol_671	train	assigned
mol_672	train	sampled
mol_673	train	assigned
mol_674	train	assigned
mol_675	train	assigned
mol_676	train	sampled
mol_677	train	assigned
mol_678	val	assigned
mol_679	train	assigned
mol_680	train	assigned
mol_681	train	sampled
mol_682	train	sampled
mol_683	test	sampled
mol_684	train	assigned
mol_685	train	assigned
mol_686	test	assigned
mol_687	train	assigned
mol_688	train	assigned
mol_689	test	assigned
mol_690	train	assigned
mol_691	train	assigned
mol_692	train	assigned
mol_693	test	assigned
mol_694	train	sampled
mol_695	val	assigned
mol_696	val	sampled
mol_697	train	assigned
mol_698	val	assigned
mol_699	train	assigned
mol_700	train	assigned
mol_701	train	sampled
mol_702	train	assigned
mol_703	train	assigned
mol_704	train	assigned
mol_705	val	sampled
mol_706	train	sampled
mol_707	test	assigned
mol_708	test	assigned
mol_709	test	assigned
mol_710	val	assigned
mol_711	train	sampled
mol_712	test	sampled
mol_713	train	assigned
mol_714	train	assigned
mol_715	train	assigned
mol_716	val	assigned
mol_717	train	assigned
mol_718	train	assigned
mol_719	test	assigned
mol_720	val	assigned
mol_721	train	assigned
mol_722	train	assigned
mol_723	train	assigned
mol_724	train	assigned
mol_725	train	assigned
mol_726	val	assigned
mol_727	train	assigned
mol_728	train	assigned
mol_729	train	assigned
mol_730	train	sampled
mol_731	train	assigned
mol_732	train	assigned
mol_733	train	sampled
mol_734	train	sampled
mol_735	test	assigned
mol_736	test	sampled
mol_737	train	sampled
mol_738	train	assigned
mol_739	test	assigned
mol_740	train	assigned
mol_741	train	assigned
mol_742	train	sampled
mol_743	train	sampled
mol_744	test	assigned
mol_745	test	assigned
mol_746	test	sampled
mol_747	train	sampled
mol_748	train	sampled
mol_749	val	assigned
mol_750	train	assigned
mol_751	train	sampled
mol_752	val	sampled
mol_753	train	assigned
mol_754	train	assigned
mol_755	val	sampled
mol_756	train	sampled
mol_757	train	assigned
mol_758	val	assigned
mol_759	train	assigned
mol_760	val	assigned
mol_761	val	sampled
mol_762	val	assigned
mol_763	train	sampled
mol_764	train	sampled
mol_765	train	assigned
mol_766	train	assigned
mol_767	train	assigned
mol_768	train	assigned
mol_769	train	assigned
mol_770	train	assigned
mol_771	test	assigned
mol_772	train	assigned
mol_773	train	sampled
mol_774	train	assigned
mol_775	train	assigned
mol_776	train	assigned
mol_777	train	assigned
mol_778	train	assigned
mol_779	train	assigned
mol_780	train	assigned
mol_781	train	assigned
mol_782	train	assigned
mol_783	train	assigned
mol_784	val	assigned
mol_785	train	assigned
mol_786	train	sampled
mol_787	train	assigned
mol_788	train	assigned
mol_789	train	sampled
mol_790	train	assigned
mol_791	train	assigned
mol_792	train	assigned
mol_793	train	assigned
mol_794	test	assigned
mol_795	train	assigned
mol_796	val	assigned
mol_797	train	assigned
mol_798	val	sampled
mol_799	train	assigned
mol_800	train	sampled
mol_801	train	assigned
mol_802	train	assigned
mol_803	train	assigned
mol_804	train	assigned
mol_805	train	sampled
mol_806	train	assigned
mol_807	train	assigned
mol_808	test	assigned
mol_809	train	assigned
mol_810	train	assigned
mol_811	train	sampled
mol_812	train	sampled
mol_813	train	assigned
mol_814	train	assigned
mol_815	train	assigned
mol_816	train	assigned
mol_817	train	assigned
mol_818	train	assigned
mol_819	train	assigned
mol_820	train	assigned
mol_821	test	assigned
mol_822	val	assigned
mol_823	train	assigned
mol_824	train	assigned
mol_825	train	assigned
mol_826	train	assigned
mol_827	train	assigned
mol_828	train	sampled
mol_829	train	assigned
mol_830	train	assigned
mol_831	train	assigned
mol_832	train	assigned
mol_833	train	sampled
mol_834	val	assigned
mol_835	val	sampled
mol_836	val	assigned
mol_837	train	assigned
mol_838	train	sampled
mol_839	train	assigned
mol_840	test	assigned
mol_841	train	assigned
mol_842	test	sampled
mol_843	test	assigned
mol_844	test	assigned
mol_845	test	assigned
mol_846	train	assigned
mol_847	val	sampled
mol_848	train	assigned
mol_849	train	assigned
mol_850	train	assigned
mol_851	train	assigned
mol_852	train	sampled
mol_853	test	assigned
mol_854	train	assigned
mol_855	train	assigned
mol_856	train	sampled
mol_857	val	assigned
mol_858	train	sampled
mol_859	train	assigned
mol_860	train	assigned
mol_861	test	assigned
mol_862	test	assigned
mol_863	train	assigned
mol_864	train	sampled
mol_865	train	sampled
mol_866	train	sampled
mol_867	train	assigned
mol_868	train	assigned
mol_869	val	assigned
mol_870	train	assigned
mol_871	val	assigned
mol_872	train	assigned
mol_873	train	assigned
mol_874	val	assigned
mol_875	train	assigned
mol_876	val	assigned
mol_877	train	sampled
mol_878	train	assigned
mol_879	val	sampled
mol_880	test	assigned
mol_881	train	sampled
mol_882	train	assigned
mol_883	train	assigned
mol_884	val	assigned
mol_885	test	assigned
mol_886	train	assigned
mol_887	train	assigned
mol_888	train	assigned
mol_889	train	sampled
mol_890	train	assigned
mol_891	train	assigned
mol_892	train	assigned
mol_893	val	sampled
mol_894	train	assigned
mol_895	test	assigned
mol_896	train	assigned
mol_897	train	assigned
mol_898	train	assigned
mol_899	train	assigned
mol_900	train	assigned
mol_901	train	assigned
mol_902	train	assigned
mol_903	train	assigned
mol_904	train	sampled
mol_905	train	assigned
mol_906	train	assigned
mol_907	val	assigned
mol_908	train	sampled
mol_909	train	assigned
mol_910	train	assigned
mol_911	train	sampled
mol_912	train	assigned
mol_913	train	assigned
mol_914	val	assigned
mol_915	val	assigned
mol_916	train	assigned
mol_917	train	assigned
mol_918	train	assigned
mol_919	train	assigned
mol_920	train	assigned
mol_921	val	sampled
mol_922	test	assigned
mol_923	train	assigned
mol_924	train	assigned
mol_925	train	assigned
mol_926	train	assigned
mol_927	train	sampled
mol_928	val	assigned
mol_929	val	assigned
mol_930	train	assigned
mol_931	val	assigned
mol_932	train	sampled
mol_933	train	assigned
mol_934	train	assigned
mol_935	train	assigned
mol_936	train	assigned
mol_937	train	sampled
mol_938	train	assigned
mol_939	train	assigned
mol_940	train	sampled
mol_941	train	assigned
mol_942	train	assigned
mol_943	train	assigned
mol_944	train	assigned
mol_945	test	assigned
mol_946	train	assigned
mol_947	test	assigned
mol_948	val	assigned
mol_949	val	assigned
mol_950	train	assigned
mol_951	train	assigned
mol_952	test	assigned
mol_953	train	assigned
mol_954	train	assigned
mol_955	test	assigned
mol_956	val	assigned
mol_957	train	sampled
mol_958	val	assigned
mol_959	train	assigned
mol_960	val	sampled
mol_961	val	assigned
mol_962	train	assigned
mol_963	train	assigned
mol_964	train	sampled
mol_965	val	sampled
mol_966	test	assigned
mol_967	train	assigned
mol_968	train	assigned
mol_969	val	assigned
mol_970	train	sampled
mol_971	test	assigned
mol_972	train	assigned
mol_973	val	assigned
mol_974	train	assigned
mol_975	train	assigned
mol_976	train	assigned
mol_977	train	assigned
mol_978	train	assigned
mol_979	train	assigned
mol_980	train	assigned
mol_981	train	assigned
mol_982	train	sampled
mol_983	train	assigned
mol_984	train	assigned
mol_985	train	assigned
mol_986	test	assigned
mol_987	train	assigned
mol_988	train	assigned
mol_989	train	assigned
mol_990	test	assigned
mol_991	val	assigned
mol_992	train	assigned
mol_993	train	assigned
mol_994	train	sampled
mol_995	train	assigned
mol_996	train	sampled
mol_997	train	sampled
mol_998	train	assigned
mol_999	train	assigned
mol_1000	train	assigned
mol_1001	train	assigned
mol_1002	train	sampled
mol_1003	val	assigned
mol_1004	train	assigned
mol_1005	train	sampled
mol_1006	val	assigned
mol_1007	val	assigned
mol_1008	train	assigned
mol_1009	train	sampled
mol_1010	val	sampled
mol_1011	train	assigned
mol_1012	train	assigned
mol_1013	val	assigned
mol_1014	train	assigned
mol_1015	train	assigned
mol_1016	train	assigned
mol_1017	train	sampled
mol_1018	val	sampled
mol_1019	train	assigned
mol_1020	train	sampled
mol_1021	train	assigned
mol_1022	train	sampled
mol_1023	train	assigned
mol_1024	train	sampled
mol_1025	train	sampled
mol_1026	train	assigned
mol_1027	test	sampled
mol_1028	train	assigned
mol_1029	train	assigned
mol_1030	val	assigned
mol_1031	train	assigned
mol_1032	train	assigned
mol_1033	val	sampled
mol_1034	train	sampled
mol_1035	val	assigned
mol_1036	val	assigned
mol_1037	train	assigned
mol_1038	val	sampled
mol_1039	train	sampled
mol_1040	train	assigned
mol_1041	val	sampled
mol_1042	val	sampled
mol_1043	val	assigned
mol_1044	train	sampled
mol_1045	train	assigned
mol_1046	val	sampled
mol_1047	train	sampled
mol_1048	train	assigned
mol_1049	val	sampled
mol_1050	train	assigned
mol_1051	train	assigned
mol_1052	train	assigned
mol_1053	train	sampled
mol_1054	train	assigned
mol_1055	train	sampled
mol_1056	train	sampled
mol_1057	train	sampled
mol_1058	train	assigned
mol_1059	train	assigned
mol_1060	train	assigned
mol_1061	val	sampled
mol_1062	train	assigned
mol_1063	train	assigned
mol_1064	val	assigned
mol_1065	test	assigned
mol_1066	train	assigned
mol_1067	train	assigned
mol_1068	train	assigned
mol_1069	train	assigned
mol_1070	train	assigned
mol_1071	train	assigned
mol_1072	train	assigned
mol_1073	train	assigned
mol_1074	test	sampled
mol_1075	val	sampled
mol_1076	train	assigned
mol_1077	train	assigned
mol_1078	train	sampled
mol_1079	val	sampled
mol_1080	val	assigned
mol_1081	train	assigned
mol_1082	train	assigned
mol_1083	train	assigned
mol_1084	val	sampled
mol_1085	train	assigned
mol_1086	train	assigned
mol_1087	train	sampled
mol_1088	train	assigned
mol_1089	val	assigned
mol_1090	train	sampled
mol_1091	train	assigned
mol_1092	train	assigned
mol_1093	val	assigned
mol_1094	train	assigned
mol_1095	train	assigned
mol_1096	train	assigned
mol_1097	train	sampled
mol_1098	train	assigned
mol_1099	test	assigned
mol_1100	train	assigned
mol_1101	train	sampled
mol_1102	train	assigned
mol_1103	train	sampled
mol_1104	train	assigned
mol_1105	train	assigned
mol_1106	test	assigned
mol_1107	train	assigned
mol_1108	train	sampled
mol_1109	test	sampled
mol_1110	train	assigned
mol_1111	train	assigned
mol_1112	train	assigned
mol_1113	val	assigned
mol_1114	val	assigned
mol_1115	val	sampled
mol_1116	val	assigned
mol_1117	train	assigned
mol_1118	train	assigned
mol_1119	test	assigned
mol_1120	train	assigned
mol_1121	train	assigned
mol_1122	val	assigned
mol_1123	val	sampled
mol_1124	val	assigned
mol_1125	val	assigned
mol_1126	train	assigned
mol_1127	train	assigned
mol_1128	val	sampled
mol_1129	val	sampled
mol_1130	train	assigned
mol_1131	train	assigned
mol_1132	val	assigned
mol_1133	train	assigned
mol_1134	train	assigned
mol_1135	val	assigned
mol_1136	val	assigned
mol_1137	val	assigned
mol_1138	train	assigned
mol_1139	train	assigned
mol_1140	train	assigned
mol_1141	train	assigned
mol_1142	train	sampled
mol_1143	train	assigned
mol_1144	train	sampled
mol_1145	train	assigned
mol_1146	val	sampled
mol_1147	train	assigned
mol_1148	train	assigned
mol_1149	train	sampled
mol_1150	train	assigned
mol_1151	train	assigned
mol_1152	train	assigned
mol_1153	train	sampled
mol_1154	train	assigned
mol_1155	val	assigned
mol_1156	train	assigned
mol_1157	train	assigned
mol_1158	train	sampled
mol_1159	train	assigned
mol_1160	test	assigned
mol_1161	train	assigned
mol_1162	train	assigned
mol_1163	train	sampled
mol_1164	train	assigned
mol_1165	train	assigned
mol_1166	train	assigned
mol_1167	val	assigned
mol_1168	train	sampled
mol_1169	train	assigned
mol_1170	test	assigned
mol_1171	train	assigned
mol_1172	val	sampled
mol_1173	train	sampled
mol_1174	train	sampled
mol_1175	train	sampled
mol_1176	train	sampled
mol_1177	train	assigned
mol_1178	train	assigned
mol_1179	test	assigned
mol_1180	train	sampled
mol_1181	train	sampled
mol_1182	train	assigned
mol_1183	val	assigned
mol_1184	val	assigned
mol_1185	train	assigned
mol_1186	val	assigned
mol_1187	val	assigned
mol_1188	train	sampled
mol_1189	train	assigned
mol_1190	train	assigned
mol_1191	train	assigned
mol_1192	train	sampled
mol_1193	train	sampled
mol_1194	train	assigned
mol_1195	train	sampled
mol_1196	val	assigned
mol_1197	train	sampled
mol_1198	train	assigned
mol_1199	train	sampled
mol_1200	train	assigned
mol_1201	val	sampled
mol_1202	train	assigned
mol_1203	train	sampled
mol_1204	train	assigned
mol_1205	test	assigned
mol_1206	train	assigned
mol_1207	val	assigned
mol_1208	train	assigned
mol_1209	train	assigned
mol_1210	train	sampled
mol_1211	test	assigned
mol_1212	test	assigned
mol_1213	train	assigned
mol_1214	val	assigned
mol_1215	train	sampled
mol_1216	train	assigned
mol_1217	val	assigned
mol_1218	test	assigned
mol_1219	train	sampled
mol_1220	train	assigned
mol_1221	train	sampled
mol_1222	train	assigned
mol_1223	test	sampled
mol_1224	train	assigned
mol_1225	train	assigned
mol_1226	train	sampled
mol_1227	train	assigned
mol_1228	test	assigned
mol_1229	test	assigned
mol_1230	val	assigned
mol_1231	val	assigned
mol_1232	test	assigned
mol_1233	train	assigned
mol_1234	train	assigned
mol_1235	test	assigned
mol_1236	train	assigned
mol_1237	train	assigned
mol_1238	train	assigned
mol_1239	train	assigned
mol_1240	train	assigned
mol_1241	test	assigned
mol_1242	train	sampled
mol_1243	train	assigned
mol_1244	train	sampled
mol_1245	test	assigned
mol_1246	train	assigned
mol_1247	train	assigned
