ID	Split
mol_238	train
mol_239	train
mol_240	train
mol_241	train
mol_242	train
mol_243	train
mol_244	val
mol_245	val
mol_246	train
mol_247	val
mol_248	train
mol_249	test
mol_250	test
mol_251	val
mol_252	train
mol_253	train
mol_254	train
mol_255	val
mol_256	val
mol_257	train
mol_258	train
mol_259	train
mol_260	val
mol_261	train
mol_262	train
mol_263	train
mol_264	train
mol_265	train
mol_266	train
mol_267	train
mol_268	val
mol_269	train
mol_270	train
mol_271	val
mol_272	train
mol_273	train
mol_274	train
mol_275	train
mol_276	train
mol_277	train
mol_278	train
mol_279	val
mol_280	train
mol_281	train
mol_282	train
mol_283	train
mol_284	train
mol_285	val
mol_286	val
mol_287	val
mol_288	val
mol_289	val
mol_290	train
mol_291	train
mol_292	train
mol_293	train
mol_294	train
mol_295	train
mol_296	train
mol_297	train
mol_298	train
mol_299	val
mol_300	test
mol_301	train
mol_302	train
mol_303	train
mol_304	train
mol_305	train
mol_306	train
mol_307	train
mol_308	train
mol_309	train
mol_310	train
mol_311	train
mol_312	train
mol_313	train
mol_314	val
mol_315	test
mol_316	val
mol_317	val
mol_318	train
mol_319	train
mol_320	train
mol_321	train
mol_322	val
mol_323	train
mol_324	train
mol_325	train
mol_326	train
mol_327	train
mol_328	train
mol_329	train
mol_330	train
mol_331	train
mol_332	train
mol_333	train
mol_334	train
mol_335	test
mol_336	train
mol_337	val
mol_338	train
mol_339	train
mol_340	train
mol_341	val
mol_342	train
mol_343	train
mol_344	train
mol_345	train
mol_346	train
mol_347	train
mol_348	train
mol_349	train
mol_350	train
mol_351	train
mol_352	train
mol_353	train
mol_354	train
mol_355	train
mol_356	train
mol_357	train
mol_358	train
mol_359	train
mol_360	test
mol_361	test
mol_362	val
mol_363	test
mol_364	test
mol_365	test
mol_366	test
mol_367	train
mol_368	train
mol_369	train
mol_370	train
mol_371	train
mol_372	train
mol_373	train
mol_374	train
mol_375	val
mol_376	train
mol_377	train
mol_378	val
mol_379	train
mol_380	train
mol_381	train
mol_382	train
mol_383	train
mol_384	train
mol_385	train
mol_386	train
mol_387	train
mol_388	train
mol_389	train
mol_390	train
mol_391	train
mol_392	train
mol_393	val
mol_394	train
mol_395	train
mol_396	train
mol_397	train
mol_398	train
mol_399	train
mol_400	train
mol_401	train
mol_402	train
mol_403	train
mol_404	train
mol_405	train
mol_406	train
mol_407	train
mol_408	val
mol_409	train
mol_410	train
mol_411	train
mol_412	train
mol_413	train
mol_414	train
mol_415	val
mol_416	test
mol_417	train
mol_418	test
mol_419	train
mol_420	train
mol_421	train
mol_422	train
mol_423	train
mol_424	val
mol_425	val
mol_426	train
mol_427	train
mol_428	train
mol_429	val
mol_430	train
mol_431	train
mol_432	train
mol_433	val
mol_434	train
mol_435	test
mol_436	test
mol_437	train
mol_438	train
mol_439	train
mol_440	val
mol_441	train
mol_442	train
mol_443	train
mol_444	train
mol_445	train
mol_446	train
mol_447	test
mol_448	train
mol_449	train
mol_450	train
mol_451	train
mol_452	train
mol_453	test
mol_454	val
mol_455	val
mol_456	train
mol_457	train
mol_458	train
mol_459	train
mol_460	train
mol_461	train
mol_462	train
mol_463	train
mol_464	train
mol_465	train
mol_466	train
mol_467	train
mol_468	train
mol_469	train
mol_470	train
mol_471	train
mol_472	train
mol_473	train
mol_474	train
mol_475	train
mol_476	val
mol_477	train
mol_478	val
mol_479	val
mol_480	train
mol_481	train
mol_482	val
mol_483	val
mol_484	train
mol_485	test
mol_486	train
mol_487	train
mol_488	train
mol_489	train
mol_490	train
mol_491	test
mol_492	train
mol_493	train
mol_494	train
mol_495	train
mol_496	train
mol_497	train
mol_498	train
mol_499	train
mol_500	train
mol_501	train
mol_502	train
mol_503	train
mol_504	test
mol_505	train
mol_506	train
mol_507	train
mol_508	train
mol_509	train
mol_510	train
mol_511	train
mol_512	train
mol_513	train
mol_514	train
mol_515	train
mol_516	train
mol_517	val
mol_518	train
mol_519	val
mol_520	train
mol_521	val
mol_522	train
mol_523	train
mol_524	val
mol_525	val
mol_526	train
mol_527	train
mol_528	train
mol_529	train
mol_530	train
mol_531	val
mol_532	train
mol_533	train
mol_534	train
mol_535	train
mol_536	train
mol_537	train
mol_538	train
mol_539	train
mol_540	val
mol_541	train
mol_542	val
mol_543	val
mol_544	val
mol_545	val
mol_546	test
mol_547	train
mol_548	train
mol_549	train
mol_550	train
mol_551	train
mol_552	train
mol_553	train
mol_554	val
mol_555	val
mol_556	train
mol_557	train
mol_558	train
mol_559	train
mol_560	train
mol_561	train
mol_562	val
mol_563	train
mol_564	train
mol_565	val
mol_566	train
mol_567	train
mol_568	test
mol_569	val
mol_570	train
mol_571	val
mol_572	train
mol_573	train
mol_574	val
mol_575	train
mol_576	train
mol_577	train
mol_578	test
mol_579	train
mol_580	val
mol_581	train
mol_582	test
mol_583	train
mol_584	train
mol_585	val
mol_586	train
mol_587	test
mol_588	train
mol_589	train
mol_590	train
mol_591	val
mol_592	train
mol_593	train
mol_594	train
mol_595	val
mol_596	train
mol_597	train
mol_598	train
mol_599	train
mol_600	train
mol_601	val
mol_602	train
mol_603	train
mol_604	train
mol_605	train
mol_606	train
mol_607	train
mol_608	train
mol_609	train
mol_610	train
mol_611	train
mol_612	test
mol_613	train
mol_614	train
mol_615	train
mol_616	train
mol_617	train
mol_618	train
mol_619	train
mol_620	val
mol_621	train
mol_622	train
mol_623	train
mol_624	train
mol_625	train
mol_626	train
mol_627	train
mol_628	train
mol_629	val
mol_630	train
mol_631	test
mol_632	train
mol_633	val
mol_634	train
mol_635	train
mol_636	val
mol_637	train
mol_638	val
mol_639	train
mol_640	train
mol_641	train
mol_642	val
mol_643	train
mol_644	train
mol_645	test
mol_646	test
mol_647	train
mol_648	train
mol_649	train
mol_650	val
mol_651	train
mol_652	test
mol_653	train
mol_654	train
mol_655	train
mol_656	train
mol_657	train
mol_658	train
mol_659	test
mol_660	train
mol_661	train
mol_662	val
mol_663	train
mol_664	train
mol_665	train
mol_666	train
mol_667	val
mol_668	train
mol_669	val
mol_670	train
mol_671	train
mol_672	train
mol_673	train
mol_674	train
mol_675	train
mol_676	train
mol_677	train
mol_678	val
mol_679	train
mol_680	train
mol_681	train
mol_682	test
mol_683	val
mol_684	train
mol_685	train
mol_686	test
mol_687	train
mol_688	train
mol_689	val
mol_690	train
mol_691	train
mol_692	train
mol_693	val
mol_694	train
mol_695	train
mol_696	val
mol_697	train
mol_698	train
mol_699	train
mol_700	train
mol_701	train
mol_702	train
mol_703	train
mol_704	train
mol_705	train
mol_706	train
mol_707	val
mol_708	val
mol_709	val
mol_710	train
mol_711	train
mol_712	val
mol_713	train
mol_714	train
mol_715	train
mol_716	val
mol_717	train
mol_718	test
mol_719	val
mol_720	train
mol_721	train
mol_722	train
mol_723	test
mol_724	train
mol_725	train
mol_726	train
mol_727	train
mol_728	train
mol_729	train
mol_730	train
mol_731	train
mol_732	train
mol_733	train
mol_734	train
mol_735	train
mol_736	val
mol_737	train
mol_738	train
mol_739	val
mol_740	train
mol_741	train
mol_742	train
mol_743	train
mol_744	val
mol_745	test
mol_746	val
mol_747	train
mol_748	test
mol_749	val
mol_750	train
mol_751	train
mol_752	train
mol_753	train
mol_754	train
mol_755	train
mol_756	train
mol_757	train
mol_758	train
mol_759	train
mol_760	train
mol_761	train
mol_762	train
mol_763	train
mol_764	train
mol_765	train
mol_766	train
mol_767	train
mol_768	train
mol_769	train
mol_770	test
mol_771	train
mol_772	train
mol_773	train
mol_774	train
mol_775	train
mol_776	train
mol_777	train
mol_778	train
mol_779	train
mol_780	train
mol_781	train
mol_782	train
mol_783	test
mol_784	train
mol_785	train
mol_786	train
mol_787	train
mol_788	train
mol_789	train
mol_790	train
mol_791	train
mol_792	train
mol_793	val
mol_794	val
mol_795	train
mol_796	train
mol_797	train
mol_798	train
mol_799	train
mol_800	train
mol_801	train
mol_802	train
mol_803	train
mol_804	train
mol_805	train
mol_806	train
mol_807	train
mol_808	val
mol_809	train
mol_810	train
mol_811	test
mol_812	train
mol_813	train
mol_814	train
mol_815	test
mol_816	test
mol_817	train
mol_818	train
mol_819	train
mol_820	test
mol_821	train
mol_822	train
mol_823	train
mol_824	train
mol_825	train
mol_826	train
mol_827	train
mol_828	train
mol_829	val
mol_830	test
mol_831	train
mol_832	train
mol_833	train
mol_834	test
mol_835	val
mol_836	train
mol_837	test
mol_838	train
mol_839	train
mol_840	val
mol_841	test
mol_842	val
mol_843	val
mol_844	val
mol_845	val
mol_846	test
mol_847	train
mol_848	val
mol_849	train
mol_850	train
mol_851	val
mol_852	train
mol_853	val
mol_854	train
mol_855	train
mol_856	train
mol_857	train
mol_858	train
mol_859	test
mol_860	val
mol_861	val
mol_862	val
mol_863	train
mol_864	test
mol_865	train
mol_866	test
mol_867	test
mol_868	train
mol_869	val
mol_870	train
mol_871	val
mol_872	train
mol_873	train
mol_874	train
mol_875	train
mol_876	val
mol_877	train
mol_878	train
mol_879	val
mol_880	val
mol_881	train
mol_882	train
mol_883	val
mol_884	val
mol_885	train
mol_886	train
mol_887	val
mol_888	train
mol_889	train
mol_890	train
mol_891	train
mol_892	train
mol_893	val
mol_894	train
mol_895	val
mol_896	train
mol_897	train
mol_898	train
mol_899	train
mol_900	train
mol_901	train
mol_902	train
mol_903	train
mol_904	train
mol_905	train
mol_906	train
mol_907	val
mol_908	train
mol_909	train
mol_910	test
mol_911	train
mol_912	train
mol_913	train
mol_914	val
mol_915	val
mol_916	train
mol_917	train
mol_918	train
mol_919	train
mol_920	train
mol_921	val
mol_922	val
mol_923	train
mol_924	train
mol_925	train
mol_926	train
mol_927	train
mol_928	train
mol_929	train
mol_930	train
mol_931	train
mol_932	train
mol_933	train
mol_934	train
mol_935	train
mol_936	train
mol_937	train
mol_938	train
mol_939	train
mol_940	train
mol_941	test
mol_942	train
mol_943	train
mol_944	train
mol_945	train
mol_946	train
mol_947	train
mol_948	train
mol_949	val
mol_950	train
mol_951	train
mol_952	val
mol_953	train
mol_954	train
mol_955	val
mol_956	train
mol_957	train
mol_958	train
mol_959	val
mol_960	train
mol_961	test
mol_4689	test
mol_962	test
mol_963	test
mol_964	test
mol_965	val
mol_966	val
mol_967	train
mol_968	train
mol_969	train
mol_970	train
mol_971	test
mol_972	train
mol_973	train
mol_974	train
mol_975	test
mol_976	train
mol_977	test
mol_978	train
mol_979	train
mol_980	train
mol_981	train
mol_982	train
mol_983	train
mol_984	train
mol_985	test
mol_986	train
mol_987	train
mol_988	train
mol_989	train
mol_990	val
mol_991	train
mol_992	val
mol_993	train
mol_994	train
mol_995	train
mol_996	val
mol_997	train
mol_998	train
mol_999	val
mol_1000	val
mol_1001	train
mol_1002	train
mol_1003	train
mol_1004	train
mol_1005	train
mol_1006	val
mol_1007	train
mol_1008	train
mol_1009	train
mol_1010	train
mol_1011	train
mol_1012	train
mol_1013	train
mol_1014	train
mol_1015	train
mol_1016	train
mol_1017	train
mol_1018	train
mol_1019	train
mol_1020	train
mol_1021	train
mol_1022	train
mol_1023	train
mol_1024	test
mol_1025	train
mol_1026	train
mol_1027	val
mol_1028	train
mol_1029	train
mol_1030	val
mol_1031	train
mol_1032	train
mol_1033	val
mol_1034	train
mol_1035	train
mol_1036	val
mol_1037	train
mol_1038	train
mol_1039	train
mol_1040	train
mol_1041	train
mol_1042	train
mol_1043	train
mol_1044	train
mol_1045	train
mol_1046	train
mol_1047	test
mol_1048	test
mol_1049	val
mol_1050	train
mol_1051	test
mol_1052	test
mol_1053	train
mol_1054	train
mol_1055	test
mol_1056	train
mol_1057	train
mol_1058	train
mol_1059	train
mol_1060	train
mol_1061	val
mol_1062	train
mol_1063	train
mol_1064	val
mol_1065	val
mol_1066	train
mol_1067	train
mol_1068	train
mol_1069	train
mol_1070	train
mol_1071	train
mol_1072	train
mol_1073	train
mol_1074	train
mol_1075	val
mol_1076	train
mol_1077	train
mol_1078	train
mol_1079	train
mol_1080	train
mol_1081	train
mol_1082	train
mol_1083	train
mol_1084	val
mol_1085	train
mol_1086	train
mol_1087	train
mol_1088	train
mol_1089	train
mol_1090	train
mol_1091	train
mol_1092	train
mol_1093	train
mol_1094	train
mol_1095	train
mol_1096	train
mol_1097	train
mol_1098	train
mol_1099	val
mol_1100	train
mol_1101	train
mol_1102	train
mol_1103	train
mol_1104	train
mol_1105	train
mol_1106	val
mol_1107	train
mol_1108	train
mol_1109	val
mol_1110	train
mol_1111	train
mol_1112	train
mol_1113	val
mol_1114	val
mol_1115	train
mol_1116	val
mol_1117	train
mol_1118	train
mol_1119	val
mol_1120	train
mol_1121	train
mol_1122	train
mol_1123	val
mol_1124	val
mol_1125	val
mol_1126	train
mol_1127	train
mol_1128	val
mol_1129	val
mol_1130	train
mol_1131	train
mol_1132	train
mol_1133	train
mol_1134	train
mol_1135	val
mol_1136	train
mol_1137	val
mol_1138	train
mol_1139	train
mol_1140	train
mol_1141	test
mol_1142	train
mol_1143	test
mol_1144	train
mol_1145	train
mol_1146	val
mol_1147	train
mol_1148	train
mol_1149	train
mol_1150	train
mol_1151	test
mol_1152	train
mol_1153	train
mol_1154	train
mol_1155	train
mol_1156	train
mol_1157	train
mol_1158	train
mol_1159	train
mol_1160	test
mol_1161	train
mol_1162	train
mol_1163	train
mol_1164	train
mol_1165	train
mol_1166	train
mol_1167	val
mol_1168	test
mol_1169	train
mol_1170	val
mol_1171	train
mol_1172	val
mol_1173	train
mol_1174	train
mol_1175	train
mol_1176	train
mol_1177	train
mol_1178	train
mol_1179	val
mol_1180	train
mol_1181	test
mol_1182	train
mol_1183	train
mol_1184	train
mol_1185	train
mol_1186	val
mol_1187	train
mol_1188	train
mol_1189	train
mol_1190	train
mol_1191	test
mol_1192	train
mol_1193	train
mol_1194	train
mol_1195	train
mol_1196	val
mol_1197	train
mol_1198	train
mol_1199	train
mol_1200	train
mol_1201	train
mol_1202	train
mol_1203	train
mol_1204	train
mol_1205	val
mol_1206	train
mol_1207	val
mol_1208	train
mol_1209	train
mol_1210	train
mol_1211	val
mol_1212	val
mol_1213	train
mol_1214	train
mol_1215	train
mol_1216	test
mol_1217	train
mol_1218	train
mol_1219	train
mol_1220	train
mol_1221	train
mol_1222	train
mol_1223	val
mol_1224	train
mol_1225	val
mol_1226	train
mol_1227	train
mol_1228	val
mol_1229	train
mol_1230	val
mol_1231	train
mol_1232	train
mol_1233	train
mol_1234	test
mol_1235	train
mol_1236	train
mol_1237	train
mol_1238	train
mol_1239	test
mol_1240	train
mol_1241	train
mol_1242	train
mol_1243	train
mol_1244	train
mol_1245	train
mol_1246	train
mol_1247	train
mol_1248	train
mol_1249	train
mol_1250	train
mol_1251	train
mol_1252	val
mol_1253	val
mol_1254	train
mol_1255	val
mol_1256	val
mol_1257	train
mol_1258	train
mol_1259	train
mol_1260	train
mol_1261	train
mol_1262	train
mol_1263	val
mol_1264	val
mol_1265	train
mol_1266	test
mol_1267	train
mol_1268	test
mol_1269	train
mol_1270	train
mol_1271	train
mol_1272	val
mol_1273	train
mol_1274	val
mol_1275	val
mol_1276	train
mol_1277	train
mol_1278	val
mol_1279	train
mol_1280	val
mol_1281	train
mol_1282	train
mol_1283	train
mol_1284	train
mol_1285	train
mol_1286	train
mol_1287	test
mol_1288	train
mol_1289	train
mol_1290	train
mol_1291	val
mol_1292	val
mol_1293	train
mol_1294	train
mol_1295	test
mol_1296	test
mol_1297	train
mol_1298	train
mol_1299	train
mol_1300	val
mol_1301	train
mol_1302	train
mol_1303	train
mol_1304	test
mol_1305	train
mol_1306	train
mol_1307	train
mol_1308	train
mol_1309	train
mol_1310	train
mol_1311	train
mol_1312	train
mol_1313	train
mol_1314	train
mol_1315	train
mol_1316	train
mol_1317	val
mol_1318	train
mol_1319	train
mol_1320	train
mol_1321	train
mol_1323	train
mol_1324	train
mol_1325	train
mol_1326	train
mol_1327	val
mol_1328	train
mol_1329	train
mol_1330	train
mol_1331	train
mol_1332	test
mol_1333	train
mol_1334	train
mol_1335	train
mol_1336	train
mol_1337	train
mol_1338	val
mol_1339	train
mol_1340	train
mol_1341	train
mol_1342	train
mol_1343	train
mol_1344	val
mol_1345	train
mol_1346	train
mol_1347	train
mol_1348	train
mol_1349	val
mol_1350	train
mol_1351	val
mol_1352	val
mol_1353	val
mol_1354	train
mol_1355	train
mol_1356	train
mol_1357	test
mol_1670	test
mol_1358	train
mol_1359	train
mol_1360	train
mol_1361	test
mol_1362	test
mol_1363	train
mol_1364	train
mol_1365	train
mol_1366	train
mol_1367	train
mol_1368	train
mol_1369	train
mol_1370	test
mol_1371	train
mol_1372	val
mol_1373	train
mol_1374	train
mol_1375	train
mol_1376	train
mol_1377	train
mol_1378	train
mol_1379	train
mol_1380	train
mol_1381	train
mol_1382	train
mol_1383	train
mol_1384	test
mol_1385	val
mol_1386	train
mol_1387	train
mol_1388	train
mol_1389	train
mol_1390	train
mol_1391	train
mol_1392	train
mol_1393	train
mol_1394	val
mol_1395	train
mol_1396	test
mol_1397	train
mol_1398	test
mol_1399	train
mol_1400	train
mol_1401	val
mol_1402	val
mol_1403	train
mol_1404	train
mol_1405	train
mol_1406	val
mol_1407	train
mol_1408	train
mol_1409	train
mol_1410	train
mol_1411	train
mol_1412	val
mol_1413	train
mol_1414	train
mol_1415	train
mol_1416	train
mol_1417	train
mol_1418	train
mol_1419	train
mol_1420	train
mol_1421	test
mol_1422	train
mol_1423	val
mol_1424	train
mol_1425	train
mol_1426	train
mol_1427	train
mol_1428	train
mol_1429	val
mol_1430	train
mol_1431	train
mol_1432	test
mol_1433	test
mol_1434	train
mol_1435	train
mol_1436	train
mol_1437	train
mol_1438	train
mol_1439	train
mol_1440	train
mol_1441	train
mol_1442	train
mol_1443	test
mol_1444	val
mol_1445	train
mol_1446	train
mol_1447	test
mol_1448	val
mol_1449	train
mol_1450	val
mol_1451	train
mol_1452	val
mol_1453	val
mol_1454	train
mol_1455	train
mol_1456	train
mol_1457	train
mol_1458	train
mol_1459	train
mol_1460	train
mol_1461	train
mol_1462	train
mol_1463	train
mol_1464	train
mol_1465	train
mol_1466	train
mol_1467	train
mol_1468	train
mol_1469	train
mol_1470	train
mol_1471	train
mol_1472	val
mol_1473	train
mol_1474	train
mol_1475	train
mol_1476	train
mol_1477	train
mol_1478	train
mol_1479	train
mol_1480	train
mol_1481	train
mol_1482	train
mol_1483	val
mol_1484	val
mol_1485	train
mol_1486	val
mol_1487	train
mol_1488	train
mol_1489	val
mol_1490	val
mol_1491	train
mol_1492	train
mol_1493	train
mol_1494	train
mol_1495	train
mol_1496	train
mol_1497	train
mol_1498	train
mol_1499	train
mol_1500	train
mol_1501	val
mol_1502	train
mol_1503	train
mol_1504	train
mol_1505	train
mol_1506	train
mol_1507	train
mol_1508	val
mol_1509	train
mol_1510	val
mol_1511	train
mol_1512	train
mol_1513	train
mol_1514	train
mol_1515	train
mol_1516	train
mol_1517	train
mol_1518	train
mol_1519	train
mol_1520	val
mol_1521	val
mol_1522	test
mol_1523	train
mol_1524	val
mol_1525	test
mol_1526	train
mol_1527	test
mol_1528	train
mol_1529	train
mol_1530	val
mol_1531	train
mol_1532	test
mol_1533	train
mol_1534	val
mol_1535	train
mol_1536	train
mol_1537	train
mol_1538	train
mol_1539	train
mol_1540	train
mol_1541	train
mol_1542	test
mol_1543	train
mol_1544	val
mol_1545	train
mol_1546	train
mol_1547	val
mol_1548	train
mol_1549	train
mol_1550	train
mol_1551	train
mol_1552	train
mol_1553	train
mol_1554	train
mol_1555	train
mol_1556	train
mol_1557	val
mol_1558	train
mol_1559	train
mol_1560	val
mol_1561	test
mol_1562	train
mol_1563	train
mol_1564	val
mol_1565	train
mol_1566	train
mol_1567	train
mol_1568	val
mol_1569	train
mol_1570	train
mol_1571	test
mol_1572	train
mol_1573	train
mol_1574	train
mol_1575	train
mol_1576	val
mol_1577	val
mol_1578	train
mol_1579	val
mol_1580	val
mol_1581	train
mol_1582	test
mol_1583	train
mol_1584	train
mol_1585	train
mol_1586	train
mol_1587	val
mol_1588	val
mol_1589	test
mol_1590	train
mol_1591	train
mol_1592	val
mol_1593	test
mol_1594	train
mol_1595	train
mol_1596	train
mol_1597	val
mol_1598	val
mol_1599	val
mol_1600	train
mol_1601	val
mol_1602	train
mol_1603	train
mol_1604	train
mol_1605	train
mol_1606	train
mol_1607	train
mol_1608	train
mol_1609	train
mol_1610	train
mol_1611	train
mol_1612	test
mol_1613	train
mol_1614	train
mol_1615	val
mol_1616	train
mol_1617	train
mol_1618	val
mol_1619	train
mol_1620	test
mol_1621	train
mol_1622	val
mol_1623	train
mol_1624	train
mol_1625	train
mol_1626	train
mol_1627	train
mol_1628	val
mol_1629	train
mol_1630	val
mol_1631	train
mol_1632	test
mol_1633	test
mol_1634	test
mol_1635	train
mol_1636	train
mol_1637	train
mol_1638	train
mol_1639	train
mol_1640	train
mol_1641	train
mol_1642	train
mol_1643	train
mol_1644	train
mol_1645	train
mol_1646	train
mol_1647	val
mol_1648	train
mol_1649	val
mol_1650	train
mol_1651	train
mol_1652	test
mol_1653	test
mol_1654	test
mol_1655	test
mol_1656	test
mol_1657	val
mol_1658	train
mol_1659	train
mol_1660	train
mol_1661	train
mol_1662	train
mol_1663	train
mol_1664	val
mol_1665	train
mol_1666	train
mol_1667	train
mol_1668	train
mol_1669	val
mol_1671	train
mol_1672	train
mol_1673	train
mol_1674	train
mol_1675	train
mol_1676	train
mol_1677	train
mol_1678	train
mol_1679	val
mol_1680	test
mol_1681	train
mol_1682	train
mol_1683	train
mol_1684	train
mol_1685	train
mol_1686	train
mol_1687	train
mol_1688	train
mol_1689	val
mol_1690	test
mol_1691	val
mol_1692	test
mol_1693	train
mol_1694	test
mol_1695	train
mol_1696	val
mol_1697	val
mol_1698	train
mol_1699	val
mol_1700	val
mol_1701	train
mol_1702	train
mol_1703	train
mol_1704	train
mol_1705	train
mol_1706	train
mol_1707	train
mol_1708	train
mol_1709	val
mol_1710	train
mol_1711	train
mol_1712	train
mol_1713	train
mol_1714	train
mol_1715	test
mol_1716	train
mol_1717	val
mol_1718	train
mol_1719	train
mol_1720	train
mol_1721	train
mol_1722	train
mol_1723	train
mol_1724	val
mol_1725	train
mol_1726	train
mol_1727	train
mol_1728	val
mol_1729	train
mol_1730	train
mol_1731	train
mol_1732	train
mol_1733	test
mol_1734	train
mol_1735	val
mol_1736	val
mol_1737	val
mol_1738	train
mol_1739	val
mol_1740	train
mol_1741	train
mol_1742	val
mol_1743	train
mol_1744	train
mol_1745	train
mol_1746	train
mol_1747	train
mol_1748	train
mol_1749	train
mol_1750	train
mol_1751	train
mol_1752	train
mol_1753	train
mol_1754	train
mol_1755	train
mol_1756	train
mol_1757	train
mol_1758	train
mol_1759	train
mol_1760	val
mol_1761	val
mol_1762	train
mol_1763	train
mol_1764	val
mol_1765	train
mol_1766	train
mol_1767	train
mol_1768	test
mol_1769	train
mol_1770	train
mol_1771	train
mol_1772	train
mol_1773	train
mol_1774	val
mol_1775	val
mol_1776	train
mol_1777	val
mol_1778	val
mol_1779	train
mol_1780	train
mol_1781	train
mol_1782	test
mol_1783	train
mol_1784	train
mol_1785	train
mol_1786	train
mol_1787	train
mol_1788	val
mol_1789	train
mol_1790	train
mol_1791	train
mol_1792	train
mol_1793	train
mol_1794	train
mol_1795	train
mol_1796	val
mol_1797	test
mol_1798	val
mol_1799	val
mol_1800	test
mol_1801	test
mol_1802	test
mol_1803	train
mol_1804	train
mol_1805	train
mol_1806	train
mol_1807	train
mol_1808	train
mol_1809	test
mol_1810	val
mol_1811	train
mol_1812	train
mol_1813	test
mol_1814	train
mol_1815	train
mol_1816	val
mol_1817	train
mol_1818	val
mol_1819	test
mol_1820	train
mol_1821	train
mol_1822	val
mol_1823	train
mol_1824	train
mol_1825	train
mol_1826	train
mol_1827	train
mol_1828	train
mol_1829	train
mol_1830	train
mol_1831	train
mol_1832	val
mol_1833	train
mol_1834	train
mol_1835	train
mol_1836	train
mol_1837	train
mol_1838	train
mol_1839	train
mol_1840	train
mol_1841	train
mol_1842	train
mol_1843	train
mol_1844	train
mol_1845	train
mol_1846	train
mol_1847	train
mol_1848	train
mol_1849	train
mol_1850	train
mol_1851	val
mol_1852	train
mol_1853	train
mol_1854	val
mol_1855	val
mol_1856	train
mol_1857	train
mol_1858	train
mol_1859	train
mol_1860	train
mol_1861	val
mol_1862	val
mol_1863	train
mol_1864	train
mol_1865	train
mol_1866	train
mol_1867	val
mol_1868	test
mol_1869	val
mol_1870	train
mol_1871	train
mol_1872	train
