ID	Split	Source
mol_187	train	sampled
mol_188	train	assigned
mol_189	train	assigned
mol_190	train	assigned
mol_191	val	assigned
mol_192	val	assigned
mol_193	val	assigned
mol_194	train	sampled
mol_195	train	assigned
mol_196	train	sampled
mol_197	train	assigned
mol_198	train	sampled
mol_199	train	assigned
mol_200	train	sampled
mol_201	train	assigned
mol_202	train	assigned
mol_203	val	assigned
mol_204	val	sampled
mol_205	train	assigned
mol_206	val	assigned
mol_207	val	assigned
mol_208	train	assigned
mol_209	train	assigned
mol_210	val	sampled
mol_211	val	assigned
mol_212	train	sampled
mol_213	train	assigned
mol_214	val	assigned
mol_215	val	assigned
mol_216	val	sampled
mol_217	train	sampled
mol_218	train	assigned
mol_219	train	assigned
mol_220	train	assigned
mol_221	train	assigned
mol_222	train	assigned
mol_223	train	assigned
mol_224	train	assigned
mol_225	val	assigned
mol_226	train	assigned
mol_227	train	assigned
mol_228	val	assigned
mol_229	val	assigned
mol_230	train	assigned
mol_231	train	assigned
mol_232	train	assigned
mol_233	train	assigned
mol_234	train	assigned
mol_235	test	assigned
mol_236	train	assigned
mol_237	test	assigned
mol_238	val	assigned
mol_239	train	sampled
mol_240	train	assigned
mol_241	val	sampled
mol_242	train	sampled
mol_243	val	assigned
mol_244	val	assigned
mol_245	val	assigned
mol_246	test	assigned
mol_247	test	assigned
mol_248	train	sampled
mol_249	train	assigned
mol_250	train	assigned
mol_251	val	sampled
mol_252	train	sampled
mol_253	train	assigned
mol_254	val	assigned
mol_255	val	assigned
mol_256	val	assigned
mol_257	train	assigned
mol_258	val	assigned
mol_259	val	assigned
mol_260	val	assigned
mol_261	train	sampled
mol_262	train	sampled
mol_263	test	sampled
mol_264	train	sampled
mol_265	train	assigned
mol_266	train	sampled
mol_267	train	assigned
mol_268	val	sampled
mol_269	val	assigned
mol_270	train	assigned
mol_271	train	assigned
mol_272	val	assigned
mol_273	train	sampled
mol_274	train	sampled
mol_275	train	assigned
mol_276	train	assigned
mol_277	train	sampled
mol_278	train	sampled
mol_279	train	sampled
mol_280	train	assigned
mol_281	val	assigned
mol_282	val	assigned
mol_283	test	sampled
mol_284	test	assigned
mol_285	val	assigned
mol_286	val	assigned
mol_287	val	assigned
mol_288	train	assigned
mol_289	val	assigned
mol_290	train	assigned
mol_291	train	assigned
mol_292	train	assigned
mol_293	train	assigned
mol_294	val	assigned
mol_295	train	assigned
mol_296	val	assigned
mol_297	test	assigned
mol_298	train	sampled
mol_299	val	assigned
mol_300	val	assigned
mol_301	val	assigned
mol_302	val	assigned
mol_303	val	assigned
mol_304	val	sampled
mol_305	val	assigned
mol_306	train	assigned
mol_307	train	assigned
mol_308	train	sampled
mol_309	train	assigned
mol_310	train	sampled
mol_311	train	sampled
mol_312	val	sampled
mol_313	train	sampled
mol_314	train	sampled
mol_315	test	assigned
mol_316	test	sampled
mol_317	val	sampled
mol_318	train	assigned
mol_319	val	assigned
mol_320	train	assigned
mol_321	train	sampled
mol_322	train	sampled
mol_323	val	sampled
mol_324	test	assigned
mol_325	test	assigned
mol_326	train	sampled
mol_327	train	assigned
mol_328	train	assigned
mol_329	val	assigned
mol_330	val	sampled
mol_331	val	assigned
mol_332	val	assigned
mol_333	train	assigned
mol_334	val	sampled
mol_335	val	assigned
mol_336	val	assigned
mol_337	val	assigned
mol_338	train	assigned
mol_339	val	assigned
mol_340	train	assigned
mol_341	train	sampled
mol_342	val	sampled
mol_343	test	sampled
mol_344	val	sampled
mol_345	train	sampled
mol_346	train	sampled
mol_347	val	assigned
mol_348	train	assigned
mol_349	train	assigned
mol_350	train	assigned
mol_351	train	assigned
mol_352	train	assigned
mol_353	val	sampled
mol_354	val	sampled
mol_355	val	assigned
mol_356	val	assigned
mol_357	train	assigned
mol_358	val	assigned
mol_359	train	assigned
mol_360	train	assigned
mol_361	test	sampled
mol_362	test	assigned
mol_363	test	assigned
mol_364	test	assigned
mol_365	test	assigned
mol_366	test	assigned
mol_367	train	assigned
mol_368	train	assigned
mol_369	train	sampled
mol_370	train	assigned
mol_371	val	assigned
mol_372	train	assigned
mol_373	train	sampled
mol_374	val	sampled
mol_375	train	assigned
mol_376	val	sampled
mol_377	val	sampled
mol_378	train	sampled
mol_379	train	assigned
mol_380	train	sampled
mol_381	train	assigned
mol_382	train	sampled
mol_383	train	assigned
mol_384	train	assigned
mol_385	train	sampled
mol_386	train	assigned
mol_387	train	sampled
mol_388	train	assigned
mol_389	train	assigned
mol_390	train	assigned
mol_391	val	assigned
mol_392	val	assigned
mol_393	val	assigned
mol_394	test	assigned
mol_395	val	assigned
mol_396	val	sampled
mol_397	val	assigned
mol_398	val	assigned
mol_399	train	sampled
mol_400	train	assigned
mol_401	val	assigned
mol_402	val	assigned
mol_403	val	assigned
mol_404	train	assigned
mol_405	val	assigned
mol_406	val	assigned
mol_407	val	assigned
mol_408	train	sampled
mol_409	train	sampled
mol_410	val	assigned
mol_411	val	assigned
mol_412	train	assigned
mol_413	train	assigned
mol_414	val	assigned
mol_415	train	assigned
mol_416	train	sampled
mol_417	val	assigned
mol_418	train	sampled
mol_419	train	assigned
mol_420	val	assigned
mol_421	val	assigned
mol_422	val	assigned
mol_423	val	assigned
mol_424	train	assigned
mol_425	test	assigned
mol_426	test	assigned
mol_427	val	assigned
mol_428	test	sampled
mol_429	train	sampled
mol_430	test	sampled
mol_431	test	assigned
mol_432	test	assigned
mol_433	test	assigned
mol_434	val	assigned
mol_435	val	assigned
mol_436	train	sampled
mol_437	train	assigned
mol_438	train	sampled
mol_439	val	assigned
mol_440	train	assigned
mol_441	train	sampled
mol_442	train	assigned
mol_443	train	assigned
mol_444	train	assigned
mol_445	test	assigned
mol_446	train	assigned
mol_447	test	sampled
mol_448	test	assigned
mol_449	train	assigned
mol_450	test	assigned
mol_451	train	assigned
mol_452	test	assigned
mol_453	val	assigned
mol_454	train	assigned
mol_455	train	assigned
mol_456	train	assigned
mol_457	train	sampled
mol_458	val	assigned
mol_459	val	sampled
mol_460	train	sampled
mol_461	train	assigned
mol_462	train	sampled
mol_463	train	assigned
mol_464	train	sampled
mol_465	train	sampled
mol_466	val	assigned
mol_467	train	assigned
mol_468	val	assigned
mol_469	train	sampled
mol_470	train	sampled
mol_471	val	sampled
mol_472	train	assigned
mol_473	train	assigned
mol_474	train	assigned
mol_475	train	sampled
mol_476	train	assigned
mol_477	train	assigned
mol_478	val	assigned
mol_479	val	sampled
mol_480	val	sampled
mol_481	val	assigned
mol_482	train	sampled
mol_483	train	assigned
mol_484	val	sampled
mol_485	val	assigned
mol_486	train	assigned
mol_487	train	assigned
mol_488	val	assigned
mol_489	train	assigned
mol_490	train	assigned
mol_491	train	sampled
mol_492	val	assigned
mol_493	val	assigned
mol_494	train	assigned
mol_495	train	assigned
mol_496	val	assigned
mol_497	train	assigned
mol_498	train	sampled
mol_499	val	sampled
mol_500	val	assigned
mol_501	train	sampled
mol_502	train	assigned
mol_503	train	assigned
mol_504	train	assigned
mol_505	test	sampled
mol_506	val	assigned
mol_507	train	assigned
mol_508	train	assigned
mol_509	train	sampled
mol_510	train	assigned
mol_511	train	assigned
mol_512	val	sampled
mol_513	val	assigned
mol_514	val	assigned
mol_515	val	assigned
mol_516	val	sampled
mol_517	val	sampled
mol_518	val	assigned
mol_519	val	assigned
mol_520	val	assigned
mol_521	test	assigned
mol_522	train	assigned
mol_523	train	sampled
mol_524	train	assigned
mol_525	val	assigned
mol_526	train	assigned
mol_527	train	assigned
mol_528	train	assigned
mol_529	test	assigned
mol_530	val	assigned
mol_531	test	assigned
mol_532	val	sampled
mol_533	train	assigned
mol_534	val	assigned
mol_535	train	assigned
mol_536	train	assigned
mol_537	train	assigned
mol_538	train	sampled
mol_539	train	assigned
mol_540	train	assigned
mol_541	train	assigned
mol_542	train	assigned
mol_543	train	assigned
mol_544	train	assigned
mol_545	test	assigned
mol_546	val	assigned
mol_547	train	assigned
mol_548	train	assigned
mol_549	train	sampled
mol_550	val	sampled
mol_551	train	assigned
mol_552	test	assigned
mol_553	train	assigned
mol_554	train	assigned
mol_555	val	assigned
mol_556	train	assigned
mol_557	val	assigned
mol_558	val	assigned
mol_559	train	assigned
mol_560	test	assigned
mol_561	train	assigned
mol_562	train	assigned
mol_563	train	assigned
mol_564	train	sampled
mol_565	train	assigned
mol_566	test	sampled
mol_567	val	assigned
mol_568	train	assigned
mol_569	val	assigned
mol_570	val	assigned
mol_571	val	assigned
mol_572	val	assigned
mol_573	test	sampled
mol_574	train	assigned
mol_575	train	assigned
mol_576	train	assigned
mol_577	train	assigned
mol_578	train	sampled
mol_579	train	sampled
mol_580	val	assigned
mol_581	train	assigned
mol_582	val	assigned
mol_583	train	assigned
mol_584	train	sampled
mol_585	train	sampled
mol_586	train	sampled
mol_587	train	assigned
mol_588	val	assigned
mol_589	val	assigned
mol_590	train	assigned
mol_591	train	assigned
mol_592	val	assigned
mol_593	val	sampled
mol_594	train	assigned
mol_595	train	assigned
mol_596	train	sampled
mol_597	train	assigned
mol_598	train	assigned
mol_599	val	assigned
mol_600	test	assigned
mol_601	train	assigned
mol_602	train	assigned
mol_603	train	assigned
mol_604	train	assigned
mol_605	val	assigned
mol_606	train	assigned
mol_607	train	assigned
mol_608	val	sampled
mol_609	train	sampled
mol_610	val	assigned
mol_611	val	assigned
mol_612	val	assigned
mol_613	val	assigned
mol_614	val	assigned
mol_615	val	assigned
mol_616	val	assigned
mol_617	val	assigned
mol_618	val	sampled
mol_619	train	assigned
mol_620	train	assigned
mol_621	train	sampled
mol_622	test	assigned
mol_623	train	sampled
mol_624	train	sampled
mol_625	train	sampled
mol_626	train	sampled
mol_627	train	assigned
mol_628	val	sampled
mol_629	train	assigned
mol_630	val	assigned
mol_631	val	sampled
mol_632	train	assigned
mol_633	val	assigned
mol_634	val	assigned
mol_635	val	assigned
mol_636	train	assigned
mol_637	val	assigned
mol_638	val	assigned
mol_639	val	assigned
mol_640	val	sampled
mol_641	val	assigned
mol_642	val	assigned
mol_643	val	assigned
mol_644	val	sampled
mol_645	val	assigned
mol_646	val	assigned
mol_647	val	sampled
mol_648	val	sampled
mol_649	train	sampled
mol_650	val	assigned
mol_651	train	assigned
mol_652	test	assigned
mol_653	train	assigned
mol_654	test	assigned
mol_655	train	sampled
mol_656	test	assigned
mol_657	train	sampled
mol_658	val	assigned
mol_659	train	assigned
mol_660	train	assigned
mol_661	train	assigned
mol_662	val	assigned
mol_663	val	assigned
mol_664	train	sampled
mol_665	train	assigned
mol_666	val	assigned
mol_667	train	assigned
mol_668	train	assigned
mol_669	val	assigned
mol_670	val	assigned
mol_671	train	assigned
mol_672	train	assigned
mol_673	train	sampled
mol_674	val	assigned
mol_675	train	assigned
mol_676	train	assigned
mol_677	train	assigned
mol_678	val	assigned
mol_679	val	assigned
mol_680	train	assigned
mol_681	val	sampled
mol_682	test	sampled
mol_683	train	assigned
mol_684	val	assigned
mol_685	val	assigned
mol_686	train	sampled
mol_687	val	assigned
mol_688	val	assigned
mol_689	train	assigned
mol_690	test	assigned
mol_691	val	assigned
mol_692	test	assigned
mol_693	train	assigned
mol_694	test	assigned
mol_695	train	assigned
mol_696	train	assigned
mol_697	val	sampled
mol_698	train	assigned
mol_699	train	assigned
mol_700	train	assigned
mol_701	train	assigned
mol_702	train	sampled
mol_703	val	assigned
mol_704	val	assigned
mol_705	train	assigned
mol_706	train	assigned
mol_707	val	assigned
mol_708	train	sampled
mol_709	train	sampled
mol_710	val	sampled
mol_711	train	assigned
mol_712	train	sampled
mol_713	train	assigned
mol_714	train	assigned
mol_715	train	assigned
mol_716	val	assigned
mol_717	train	assigned
mol_718	train	assigned
mol_719	train	assigned
mol_720	train	assigned
mol_721	train	assigned
mol_722	train	assigned
mol_723	test	assigned
mol_724	val	sampled
mol_725	val	sampled
mol_726	val	assigned
mol_727	train	assigned
mol_728	train	assigned
mol_729	train	sampled
mol_730	train	assigned
mol_731	val	assigned
mol_732	train	assigned
mol_733	train	sampled
mol_734	train	sampled
mol_735	train	assigned
mol_736	val	assigned
mol_737	train	assigned
mol_738	train	sampled
mol_739	train	assigned
mol_740	train	sampled
mol_741	train	assigned
mol_742	val	sampled
mol_743	train	assigned
mol_744	val	assigned
mol_745	val	sampled
mol_746	train	assigned
mol_747	train	assigned
mol_748	train	sampled
mol_749	val	assigned
mol_750	train	assigned
mol_751	val	assigned
mol_752	val	assigned
mol_753	train	assigned
mol_754	train	assigned
mol_755	val	assigned
mol_756	train	sampled
mol_757	train	assigned
mol_758	test	sampled
mol_759	val	assigned
mol_760	val	assigned
mol_761	val	assigned
mol_762	val	assigned
mol_763	val	assigned
mol_764	val	sampled
mol_765	train	assigned
mol_766	train	assigned
mol_767	train	assigned
mol_768	train	assigned
mol_769	test	assigned
mol_770	test	assigned
mol_771	test	assigned
mol_772	train	sampled
mol_773	val	assigned
mol_774	val	assigned
mol_775	val	sampled
mol_776	test	sampled
mol_777	test	assigned
mol_778	train	assigned
mol_779	val	sampled
mol_780	train	sampled
mol_781	test	assigned
mol_782	test	assigned
mol_783	val	sampled
mol_784	val	assigned
mol_785	train	assigned
mol_786	train	assigned
mol_787	train	assigned
mol_788	train	assigned
mol_789	train	assigned
mol_790	val	sampled
mol_791	train	sampled
mol_792	val	assigned
mol_793	train	sampled
mol_794	train	assigned
mol_795	train	assigned
mol_796	train	assigned
mol_797	train	assigned
mol_798	train	assigned
mol_799	val	assigned
mol_800	train	sampled
mol_801	val	assigned
mol_802	train	sampled
mol_803	val	assigned
mol_804	train	assigned
mol_805	train	assigned
mol_806	train	assigned
mol_807	train	assigned
mol_808	train	assigned
mol_809	train	assigned
mol_810	train	assigned
mol_811	train	assigned
mol_812	train	assigned
mol_813	val	assigned
mol_814	val	assigned
mol_815	train	assigned
mol_816	train	sampled
mol_817	val	assigned
mol_818	val	assigned
mol_819	test	assigned
mol_820	val	assigned
mol_821	val	sampled
mol_822	val	assigned
mol_823	train	assigned
mol_824	train	assigned
mol_825	train	assigned
mol_826	test	assigned
mol_827	test	sampled
mol_828	train	assigned
mol_829	train	assigned
mol_830	train	assigned
mol_831	val	sampled
mol_832	val	assigned
mol_833	val	assigned
mol_834	train	assigned
mol_835	train	assigned
mol_836	test	assigned
mol_837	train	assigned
mol_838	train	assigned
mol_839	train	assigned
mol_840	test	assigned
mol_841	test	assigned
mol_842	train	sampled
mol_843	train	sampled
mol_844	val	sampled
mol_845	test	assigned
mol_846	val	assigned
mol_847	train	assigned
mol_848	val	assigned
mol_849	train	assigned
mol_850	train	sampled
mol_851	train	assigned
mol_852	train	assigned
mol_853	train	sampled
mol_854	train	assigned
mol_855	train	assigned
mol_856	test	assigned
mol_857	train	sampled
mol_858	train	assigned
mol_859	train	assigned
mol_860	train	assigned
mol_861	train	sampled
mol_862	train	assigned
mol_863	train	assigned
mol_864	val	assigned
mol_865	train	assigned
mol_866	train	sampled
mol_867	val	assigned
mol_868	val	assigned
mol_869	train	assigned
mol_870	train	assigned
mol_871	train	assigned
mol_872	val	assigned
mol_873	val	sampled
mol_874	train	assigned
mol_875	val	assigned
mol_876	val	assigned
mol_877	val	assigned
mol_878	val	assigned
mol_879	val	sampled
mol_880	val	assigned
mol_881	train	assigned
mol_882	train	assigned
mol_883	train	assigned
mol_884	train	sampled
mol_885	train	assigned
mol_886	train	assigned
mol_887	train	assigned
mol_888	train	assigned
mol_889	train	assigned
mol_890	train	sampled
mol_891	val	assigned
mol_892	val	assigned
mol_893	val	assigned
mol_894	train	sampled
mol_895	train	sampled
mol_896	train	sampled
mol_897	train	assigned
mol_898	val	sampled
mol_899	val	assigned
mol_900	val	assigned
mol_901	val	assigned
mol_902	train	sampled
mol_903	train	assigned
mol_904	train	sampled
mol_905	train	assigned
mol_906	val	assigned
mol_907	test	assigned
mol_908	val	assigned
mol_909	train	assigned
mol_910	test	assigned
mol_911	train	sampled
mol_912	val	assigned
mol_913	train	sampled
mol_914	test	assigned
mol_915	val	assigned
mol_916	val	assigned
mol_917	train	assigned
mol_918	train	sampled
mol_919	val	sampled
mol_920	train	assigned
mol_921	train	assigned
mol_922	train	assigned
mol_923	train	assigned
mol_924	test	assigned
mol_925	train	assigned
mol_926	train	sampled
mol_927	test	sampled
mol_928	val	sampled
mol_929	test	assigned
mol_930	train	assigned
mol_931	train	assigned
mol_932	val	assigned
mol_933	train	assigned
mol_934	test	assigned
mol_935	train	assigned
mol_936	train	sampled
mol_937	val	assigned
mol_938	train	assigned
mol_939	train	sampled
mol_940	val	sampled
mol_941	train	assigned
mol_942	train	sampled
mol_943	train	sampled
mol_944	val	assigned
mol_945	val	assigned
mol_946	val	assigned
mol_947	test	assigned
mol_948	test	assigned
mol_949	train	assigned
mol_950	test	assigned
mol_951	val	assigned
mol_952	train	sampled
mol_953	test	sampled
mol_954	val	assigned
mol_955	val	assigned
mol_956	val	assigned
mol_957	val	assigned
mol_958	train	assigned
mol_959	val	sampled
mol_960	val	sampled
mol_961	val	assigned
mol_962	train	sampled
mol_963	train	sampled
mol_964	train	assigned
mol_965	val	assigned
mol_966	val	sampled
mol_967	test	sampled
mol_968	train	assigned
mol_969	val	assigned
mol_970	train	assigned
mol_971	val	assigned
mol_972	train	assigned
mol_973	train	assigned
mol_974	train	assigned
mol_975	val	assigned
mol_976	train	assigned
mol_977	train	sampled
mol_978	train	assigned
mol_979	val	sampled
mol_980	train	sampled
mol_981	train	assigned
mol_982	train	assigned
mol_983	train	assigned
mol_984	train	assigned
mol_985	train	sampled
mol_986	train	sampled
mol_987	test	assigned
mol_988	train	assigned
mol_989	test	sampled
mol_990	train	assigned
mol_991	train	sampled
mol_992	train	assigned
mol_993	train	sampled
mol_994	train	assigned
mol_995	val	assigned
mol_996	val	sampled
mol_997	val	assigned
mol_998	val	assigned
mol_999	train	assigned
mol_1000	val	sampled
mol_1001	val	assigned
mol_1002	train	assigned
mol_1003	train	assigned
mol_1004	train	assigned
mol_1005	val	assigned
mol_1006	test	assigned
mol_1007	train	assigned
mol_1008	val	assigned
mol_1009	val	assigned
mol_1010	train	assigned
mol_1011	val	assigned
mol_1012	val	sampled
mol_1013	train	assigned
mol_1014	train	assigned
mol_1015	train	assigned
mol_1016	train	assigned
mol_1017	train	assigned
mol_1018	train	assigned
mol_1019	test	assigned
mol_1020	train	assigned
mol_1021	train	assigned
mol_1022	train	assigned
mol_1023	train	sampled
mol_1024	train	assigned
mol_1025	train	assigned
mol_1026	val	assigned
mol_1027	val	assigned
mol_1028	train	assigned
mol_1029	train	sampled
mol_1030	val	assigned
mol_1031	train	assigned
mol_1032	val	assigned
mol_1033	val	sampled
mol_1034	train	sampled
mol_1035	val	assigned
mol_1036	train	assigned
mol_1037	val	assigned
mol_1038	train	assigned
mol_1039	test	sampled
mol_1040	test	assigned
mol_1041	test	assigned
mol_1042	train	assigned
mol_1043	val	sampled
mol_1044	val	assigned
mol_1045	val	sampled
mol_1046	train	assigned
mol_1047	train	assigned
mol_1048	test	sampled
mol_1049	test	assigned
mol_1050	train	assigned
mol_1051	val	assigned
mol_1052	train	sampled
mol_1053	val	sampled
mol_1054	train	assigned
mol_1055	test	assigned
mol_1056	val	assigned
mol_1057	val	assigned
mol_1058	train	assigned
mol_1059	val	assigned
mol_1060	train	sampled
mol_1061	test	sampled
mol_1062	train	assigned
mol_1063	train	assigned
mol_1064	train	assigned
mol_1065	train	assigned
mol_1066	train	assigned
mol_1067	val	assigned
mol_1068	train	assigned
mol_1069	val	assigned
mol_1070	test	assigned
mol_1071	train	assigned
mol_1072	train	sampled
mol_1073	train	assigned
mol_1074	val	assigned
mol_1075	val	assigned
mol_1076	val	assigned
mol_1077	val	sampled
mol_1078	train	sampled
mol_1079	val	assigned
mol_1080	val	assigned
mol_1081	train	assigned
mol_1082	val	assigned
mol_1083	val	assigned
mol_1084	train	assigned
mol_1085	val	assigned
mol_1086	train	sampled
mol_1087	train	sampled
mol_1088	train	assigned
mol_1089	test	assigned
mol_1090	test	sampled
mol_1091	train	assigned
mol_1092	test	sampled
mol_1093	train	assigned
mol_1094	train	assigned
mol_1095	train	assigned
mol_1096	train	assigned
mol_1097	train	sampled
mol_1098	train	assigned
mol_1099	train	assigned
mol_1100	val	assigned
mol_1101	train	assigned
mol_1102	val	assigned
mol_1103	train	sampled
mol_1104	train	assigned
mol_1105	train	assigned
mol_1106	train	assigned
mol_1107	train	sampled
mol_1108	test	sampled
mol_1109	test	sampled
mol_1110	val	assigned
mol_1111	test	assigned
mol_1112	val	assigned
mol_1113	train	sampled
mol_1114	train	sampled
mol_1115	train	assigned
mol_1116	val	assigned
mol_1117	val	assigned
mol_1118	val	sampled
mol_1119	train	assigned
mol_1120	train	assigned
mol_1121	val	assigned
mol_1122	val	sampled
mol_1123	val	assigned
mol_1124	train	sampled
mol_1125	train	assigned
mol_1126	train	assigned
mol_1127	test	assigned
mol_1128	train	assigned
mol_1129	train	assigned
mol_1130	val	assigned
mol_1131	val	sampled
mol_1132	val	assigned
mol_1133	val	sampled
mol_1134	train	assigned
mol_1135	train	assigned
mol_1136	train	assigned
mol_1137	train	assigned
mol_1138	train	assigned
mol_1139	train	sampled
mol_1140	train	assigned
mol_1141	val	assigned
mol_1142	train	assigned
mol_1143	train	sampled
mol_1144	val	assigned
mol_1145	val	assigned
mol_1146	train	sampled
mol_1147	train	sampled
mol_1148	train	assigned
mol_1149	train	sampled
mol_1150	train	assigned
mol_1151	val	assigned
mol_1152	train	assigned
mol_1153	train	assigned
mol_1154	train	assigned
mol_1155	train	assigned
mol_1156	train	assigned
mol_1157	train	sampled
mol_1158	test	assigned
mol_1159	val	assigned
mol_1160	val	assigned
mol_1161	val	assigned
mol_1162	val	sampled
mol_1163	train	sampled
mol_1164	train	assigned
mol_1165	train	sampled
mol_1166	train	sampled
mol_1167	train	assigned
mol_1168	val	assigned
mol_1169	val	assigned
mol_1170	train	assigned
mol_1171	train	assigned
mol_1172	train	assigned
mol_1173	train	assigned
mol_1174	train	sampled
mol_1175	train	sampled
mol_1176	val	assigned
mol_1177	train	assigned
mol_1178	train	assigned
mol_1179	train	sampled
mol_1180	test	assigned
mol_1181	train	sampled
mol_1182	test	sampled
mol_1183	train	sampled
mol_1184	train	assigned
mol_1185	train	assigned
mol_1186	train	assigned
mol_1187	val	assigned
mol_1188	train	sampled
mol_1189	val	assigned
mol_1190	train	assigned
mol_1191	train	assigned
mol_1192	train	assigned
mol_1193	train	assigned
mol_1194	train	sampled
mol_1195	train	assigned
mol_1196	train	assigned
mol_1197	train	sampled
mol_1198	train	assigned
mol_1199	train	assigned
mol_1200	test	assigned
mol_1201	train	sampled
mol_1202	train	assigned
mol_1203	train	assigned
mol_1204	train	sampled
mol_1205	train	assigned
mol_1206	train	assigned
mol_1207	train	assigned
mol_1208	val	assigned
mol_1209	train	assigned
mol_1210	train	assigned
mol_1211	val	assigned
mol_1212	train	assigned
mol_1213	train	sampled
mol_1214	train	assigned
mol_1215	train	sampled
mol_1216	train	assigned
mol_1217	val	assigned
mol_1218	train	assigned
mol_1219	train	sampled
mol_1220	train	assigned
mol_1221	val	sampled
mol_1222	train	assigned
mol_1223	val	assigned
mol_1224	train	assigned
mol_1225	train	assigned
mol_1226	train	assigned
mol_1227	train	sampled
mol_1228	train	assigned
mol_1229	train	sampled
mol_1230	train	assigned
mol_1231	test	sampled
mol_1232	train	sampled
mol_1233	train	assigned
mol_1234	train	assigned
mol_1235	test	assigned
mol_1236	test	assigned
mol_1237	test	assigned
mol_1238	val	assigned
mol_1239	val	assigned
mol_1240	train	sampled
mol_1241	train	assigned
mol_1242	train	assigned
mol_1243	train	sampled
mol_1244	train	assigned
mol_1245	train	assigned
mol_1246	train	assigned
mol_1247	train	sampled
