ID	Split
mol_236	val
mol_237	val
mol_238	val
mol_239	train
mol_240	train
mol_241	train
mol_242	train
mol_243	train
mol_244	test
mol_245	train
mol_246	train
mol_247	train
mol_248	train
mol_249	train
mol_250	train
mol_251	train
mol_252	val
mol_253	train
mol_254	val
mol_255	test
mol_256	train
mol_257	val
mol_258	train
mol_259	val
mol_260	train
mol_261	train
mol_262	train
mol_263	train
mol_264	train
mol_265	train
mol_266	train
mol_267	train
mol_268	train
mol_269	val
mol_270	train
mol_271	train
mol_272	val
mol_273	train
mol_274	test
mol_275	train
mol_434	train
mol_276	val
mol_277	train
mol_278	train
mol_279	test
mol_280	train
mol_281	val
mol_282	train
mol_283	train
mol_284	train
mol_285	train
mol_286	train
mol_287	train
mol_288	val
mol_289	train
mol_290	val
mol_291	train
mol_292	train
mol_293	train
mol_294	train
mol_295	train
mol_296	train
mol_297	val
mol_298	train
mol_299	train
mol_300	train
mol_301	train
mol_302	val
mol_304	train
mol_305	train
mol_306	train
mol_307	val
mol_308	train
mol_309	train
mol_310	val
mol_311	train
mol_313	train
mol_314	train
mol_315	train
mol_316	train
mol_317	train
mol_318	train
mol_319	val
mol_320	train
mol_321	val
mol_322	train
mol_323	train
mol_324	train
mol_325	train
mol_326	val
mol_327	train
mol_328	test
mol_329	train
mol_330	train
mol_331	test
mol_332	train
mol_333	train
mol_334	val
mol_335	train
mol_336	test
mol_337	train
mol_338	train
mol_339	train
mol_340	train
mol_341	val
mol_342	test
mol_343	train
mol_344	train
mol_345	train
mol_346	test
mol_347	test
mol_348	train
mol_349	train
mol_350	test
mol_351	val
mol_352	train
mol_353	train
mol_354	val
mol_355	train
mol_356	test
mol_357	train
mol_358	val
mol_359	train
mol_360	train
mol_361	train
mol_362	train
mol_363	val
mol_364	train
mol_365	train
mol_366	train
mol_367	train
mol_368	train
mol_369	train
mol_370	train
mol_371	val
mol_372	train
mol_373	val
mol_374	val
mol_375	train
mol_376	test
mol_377	train
mol_378	train
mol_379	train
mol_380	train
mol_381	val
mol_382	train
mol_383	train
mol_384	train
mol_385	train
mol_386	train
mol_387	test
mol_388	test
mol_389	train
mol_390	train
mol_391	train
mol_436	train
mol_392	train
mol_393	val
mol_394	train
mol_395	val
mol_396	train
mol_397	test
mol_398	train
mol_399	train
mol_400	train
mol_401	test
mol_402	train
mol_403	train
mol_404	train
mol_405	test
mol_406	val
mol_407	train
mol_408	val
mol_409	train
mol_410	train
mol_411	train
mol_412	val
mol_413	train
mol_414	train
mol_415	val
mol_416	train
mol_417	val
mol_418	train
mol_419	val
mol_420	test
mol_421	val
mol_422	test
mol_423	train
mol_424	train
mol_425	val
mol_426	train
mol_427	train
mol_428	train
mol_429	train
mol_430	train
mol_431	train
mol_432	train
mol_433	val
mol_435	train
mol_437	train
mol_438	test
mol_439	train
mol_440	train
mol_441	train
mol_442	train
mol_443	test
mol_444	train
mol_445	val
mol_446	val
mol_447	train
mol_448	test
mol_449	train
mol_450	train
mol_451	train
mol_452	train
mol_453	train
mol_454	train
mol_455	train
mol_456	train
mol_457	val
mol_458	val
mol_459	train
mol_460	train
mol_461	val
mol_462	val
mol_463	train
mol_464	train
mol_465	train
mol_466	train
mol_467	train
mol_468	train
mol_469	train
mol_470	train
mol_471	train
mol_472	val
mol_473	train
mol_474	train
mol_475	train
mol_476	val
mol_477	test
mol_478	val
mol_479	test
mol_480	train
mol_481	train
mol_482	train
mol_483	train
mol_484	train
mol_485	test
mol_486	train
mol_487	train
mol_488	train
mol_489	train
mol_490	train
mol_491	train
mol_492	test
mol_493	train
mol_494	train
mol_495	train
mol_496	train
mol_497	train
mol_498	train
mol_499	train
mol_500	val
mol_501	train
mol_502	test
mol_503	val
mol_504	test
mol_505	train
mol_506	train
mol_507	train
mol_508	train
