ID	Split	Source
mol_679	train	sampled
mol_680	train	sampled
mol_681	train	assigned
mol_682	test	assigned
mol_683	train	assigned
mol_684	test	assigned
mol_685	train	assigned
mol_686	val	assigned
mol_687	train	assigned
mol_688	train	assigned
mol_689	train	assigned
mol_690	val	assigned
mol_691	train	assigned
mol_692	train	sampled
mol_693	val	sampled
mol_694	train	sampled
mol_695	val	assigned
mol_696	val	assigned
mol_697	train	assigned
mol_698	train	assigned
mol_699	train	assigned
mol_700	train	assigned
mol_701	train	sampled
mol_702	train	assigned
mol_703	train	assigned
mol_704	train	sampled
mol_705	train	sampled
mol_706	test	sampled
mol_707	train	sampled
mol_708	train	assigned
mol_709	train	assigned
mol_710	train	sampled
mol_711	train	assigned
mol_712	train	sampled
mol_713	train	assigned
mol_714	train	assigned
mol_715	test	sampled
mol_716	train	assigned
mol_717	val	assigned
mol_718	val	assigned
mol_719	val	assigned
mol_720	train	assigned
mol_721	val	sampled
mol_722	train	assigned
mol_723	val	assigned
mol_724	train	assigned
mol_725	train	assigned
mol_726	val	assigned
mol_727	train	assigned
mol_728	train	assigned
mol_729	train	assigned
mol_730	val	sampled
mol_731	train	assigned
mol_732	train	assigned
mol_733	train	sampled
mol_734	train	assigned
mol_735	test	assigned
mol_736	train	assigned
mol_737	train	assigned
mol_738	val	assigned
mol_739	train	assigned
mol_740	train	assigned
mol_741	train	sampled
mol_742	val	assigned
mol_743	train	assigned
mol_744	val	sampled
mol_745	val	sampled
mol_746	val	assigned
mol_747	val	assigned
mol_748	val	assigned
mol_749	train	assigned
mol_750	train	assigned
mol_751	train	assigned
mol_752	train	sampled
mol_753	train	assigned
mol_754	train	assigned
mol_755	train	sampled
mol_756	train	sampled
mol_757	train	sampled
mol_758	train	assigned
mol_759	train	sampled
mol_760	train	assigned
mol_761	train	assigned
mol_762	train	assigned
mol_763	train	assigned
mol_764	train	sampled
mol_765	train	sampled
mol_766	train	assigned
mol_767	train	sampled
mol_768	train	assigned
mol_769	train	assigned
mol_770	train	assigned
mol_771	val	assigned
mol_772	train	assigned
mol_773	val	assigned
mol_774	val	sampled
mol_775	val	assigned
mol_776	train	assigned
mol_777	train	assigned
mol_778	train	assigned
mol_779	train	assigned
mol_780	train	sampled
mol_781	train	assigned
mol_782	val	sampled
mol_783	train	assigned
mol_784	train	assigned
mol_785	val	sampled
mol_786	val	assigned
mol_787	train	assigned
mol_788	val	sampled
mol_789	val	assigned
mol_790	train	assigned
mol_791	train	assigned
mol_792	train	sampled
mol_793	train	assigned
mol_794	train	assigned
mol_795	train	assigned
mol_796	train	assigned
mol_797	train	assigned
mol_798	val	assigned
mol_799	train	assigned
mol_800	train	assigned
mol_801	val	assigned
mol_802	val	sampled
mol_803	train	assigned
mol_804	train	assigned
mol_805	test	assigned
mol_806	train	sampled
mol_807	train	sampled
mol_808	train	assigned
mol_809	train	sampled
mol_810	train	assigned
mol_811	train	assigned
mol_812	train	sampled
mol_813	train	assigned
mol_814	val	assigned
mol_815	train	assigned
mol_816	val	assigned
mol_817	train	sampled
mol_818	train	sampled
mol_819	val	sampled
mol_820	val	assigned
mol_821	train	assigned
mol_822	train	assigned
mol_823	train	assigned
mol_824	train	assigned
mol_825	train	assigned
mol_826	train	assigned
mol_827	val	assigned
mol_828	val	assigned
mol_829	train	sampled
mol_830	val	assigned
mol_831	train	assigned
mol_832	train	assigned
mol_833	train	assigned
mol_834	val	sampled
mol_835	train	assigned
mol_836	train	sampled
mol_837	val	assigned
mol_838	train	assigned
mol_839	val	assigned
mol_840	train	assigned
mol_841	train	assigned
mol_842	val	assigned
mol_843	train	assigned
mol_844	train	assigned
mol_845	train	assigned
mol_846	val	assigned
mol_847	train	assigned
mol_848	test	assigned
mol_849	test	sampled
mol_850	test	assigned
mol_851	val	assigned
mol_852	val	assigned
mol_853	train	assigned
mol_854	val	assigned
mol_855	train	assigned
mol_856	train	assigned
mol_857	val	sampled
mol_858	train	assigned
mol_859	train	assigned
mol_860	train	assigned
mol_861	train	sampled
mol_862	train	sampled
mol_863	train	assigned
mol_864	train	assigned
mol_865	train	sampled
mol_866	train	assigned
mol_867	train	assigned
mol_868	train	assigned
mol_869	train	sampled
mol_870	val	assigned
mol_871	train	assigned
mol_872	val	assigned
mol_873	train	sampled
mol_874	train	assigned
mol_875	train	assigned
mol_876	train	assigned
mol_877	train	assigned
mol_878	train	assigned
mol_879	val	assigned
mol_880	val	assigned
mol_881	train	assigned
mol_882	train	assigned
mol_883	val	assigned
mol_884	val	assigned
mol_885	train	assigned
mol_886	val	sampled
mol_887	train	sampled
mol_888	train	sampled
mol_889	train	assigned
mol_890	train	assigned
mol_891	train	assigned
mol_892	train	sampled
mol_893	train	assigned
mol_894	train	assigned
mol_895	train	assigned
mol_896	train	assigned
mol_897	train	assigned
mol_898	train	assigned
mol_899	train	assigned
mol_900	train	sampled
mol_901	train	assigned
mol_902	train	assigned
mol_903	train	assigned
mol_904	val	sampled
mol_905	train	sampled
mol_906	train	assigned
mol_907	train	assigned
mol_908	train	assigned
mol_909	train	sampled
mol_910	train	assigned
mol_911	train	assigned
mol_912	train	assigned
mol_913	train	assigned
mol_914	val	assigned
mol_915	train	sampled
mol_916	val	sampled
mol_917	train	assigned
mol_918	train	assigned
mol_919	train	assigned
mol_920	val	assigned
mol_921	train	assigned
mol_922	train	assigned
mol_923	train	sampled
mol_924	val	assigned
mol_925	train	assigned
mol_926	train	sampled
mol_927	train	assigned
mol_928	test	assigned
mol_929	train	assigned
mol_930	train	assigned
mol_931	train	assigned
mol_932	train	assigned
mol_933	train	assigned
mol_934	test	assigned
mol_935	val	assigned
mol_936	train	sampled
mol_937	val	sampled
mol_938	train	sampled
mol_939	train	sampled
mol_940	val	assigned
mol_941	val	sampled
mol_942	train	sampled
mol_943	val	sampled
mol_944	train	assigned
mol_945	val	assigned
mol_946	train	assigned
mol_947	train	assigned
mol_948	test	assigned
mol_949	train	sampled
mol_950	val	assigned
mol_951	test	assigned
mol_952	train	assigned
mol_953	train	assigned
mol_954	train	assigned
mol_955	train	assigned
mol_956	test	assigned
mol_957	test	assigned
mol_958	train	assigned
mol_959	val	assigned
mol_960	val	assigned
mol_961	train	assigned
mol_962	train	assigned
mol_963	train	sampled
mol_964	test	assigned
mol_965	train	sampled
mol_966	train	sampled
mol_967	train	assigned
mol_968	train	sampled
mol_969	test	assigned
mol_970	train	assigned
mol_971	val	assigned
mol_972	test	assigned
mol_973	train	assigned
mol_974	train	sampled
mol_975	train	assigned
mol_976	val	sampled
mol_977	test	assigned
mol_978	train	assigned
mol_979	train	sampled
mol_980	train	assigned
mol_981	val	assigned
mol_982	test	assigned
mol_983	train	assigned
mol_984	train	sampled
mol_985	train	assigned
mol_986	test	sampled
mol_987	train	sampled
mol_988	train	sampled
mol_989	train	assigned
mol_990	train	assigned
mol_991	train	assigned
mol_992	train	assigned
mol_993	train	assigned
mol_994	train	sampled
mol_995	val	assigned
mol_996	train	assigned
mol_997	train	sampled
mol_998	val	sampled
mol_999	train	assigned
mol_1000	test	assigned
mol_1001	test	sampled
mol_1002	val	assigned
mol_1003	train	assigned
mol_1004	train	assigned
mol_1005	train	sampled
mol_1006	val	sampled
mol_1007	train	sampled
mol_1008	train	assigned
mol_1009	test	assigned
mol_1010	train	assigned
mol_1011	val	assigned
mol_1012	train	assigned
mol_1013	val	assigned
mol_1014	train	assigned
mol_1015	train	assigned
mol_1016	test	assigned
mol_1017	train	assigned
mol_1018	val	assigned
mol_1019	train	assigned
mol_1020	train	assigned
mol_1021	train	assigned
mol_1022	train	assigned
mol_1023	train	assigned
mol_1024	train	assigned
mol_1025	train	assigned
mol_1026	val	assigned
mol_1027	val	sampled
mol_1028	train	assigned
mol_1029	val	assigned
mol_1030	train	assigned
mol_1031	train	assigned
mol_1032	train	assigned
mol_1033	val	assigned
mol_1034	test	assigned
mol_1035	val	assigned
mol_1036	test	assigned
mol_1037	train	sampled
mol_1038	train	assigned
mol_1039	train	assigned
mol_1040	train	assigned
mol_1041	train	assigned
mol_1042	train	assigned
mol_1043	train	sampled
mol_1044	train	assigned
mol_1045	val	assigned
mol_1046	val	assigned
mol_1047	train	sampled
mol_1048	train	assigned
mol_1049	train	assigned
mol_1050	train	assigned
mol_1051	train	assigned
mol_1052	train	assigned
mol_1053	train	sampled
mol_1054	train	sampled
mol_1055	train	sampled
mol_1056	train	assigned
mol_1057	train	sampled
mol_1058	train	sampled
mol_1059	train	assigned
mol_1060	train	assigned
mol_1061	train	assigned
mol_1062	train	assigned
mol_1063	train	assigned
mol_1064	train	assigned
mol_1065	val	assigned
mol_1066	test	assigned
mol_1067	train	sampled
mol_1068	train	assigned
mol_1069	train	assigned
mol_1070	train	assigned
mol_1071	train	assigned
mol_1072	train	assigned
mol_1073	train	assigned
mol_1074	train	assigned
mol_1075	train	assigned
mol_1076	train	assigned
mol_1077	train	assigned
mol_1078	train	sampled
mol_1079	test	assigned
mol_1080	train	assigned
mol_1081	test	assigned
mol_1082	test	assigned
mol_1083	test	assigned
mol_1084	train	sampled
mol_1085	train	sampled
mol_1086	train	assigned
mol_1087	val	sampled
mol_1088	train	assigned
mol_1089	test	assigned
mol_1090	train	assigned
mol_1091	train	assigned
mol_1092	train	assigned
mol_1093	train	assigned
mol_1094	train	assigned
mol_1095	train	assigned
mol_1096	train	assigned
mol_1097	train	assigned
mol_1098	test	assigned
mol_1099	train	assigned
mol_1100	val	sampled
mol_1101	train	assigned
mol_1102	train	sampled
mol_1103	val	assigned
mol_1104	test	assigned
mol_1105	val	sampled
mol_1106	train	sampled
mol_1107	val	sampled
mol_1108	train	assigned
mol_1109	train	assigned
mol_1110	train	assigned
mol_1111	train	sampled
mol_1112	train	assigned
mol_1113	train	sampled
mol_1114	train	assigned
mol_1115	train	assigned
mol_1116	train	assigned
mol_1117	train	sampled
mol_1118	train	assigned
mol_1119	val	assigned
mol_1120	train	assigned
mol_1121	train	assigned
mol_1122	val	assigned
mol_1123	train	assigned
mol_1124	val	sampled
mol_1125	val	sampled
mol_1126	train	assigned
mol_1127	train	assigned
mol_1128	test	sampled
mol_1129	test	assigned
mol_1130	test	assigned
mol_1131	train	sampled
mol_1132	val	sampled
mol_1133	train	sampled
mol_1134	train	assigned
mol_1135	train	assigned
mol_1136	train	assigned
mol_1137	train	assigned
mol_1138	train	assigned
mol_1139	train	assigned
mol_1140	train	assigned
mol_1141	train	assigned
mol_1142	train	assigned
mol_1143	train	assigned
mol_1144	train	sampled
mol_1145	train	assigned
mol_1146	test	assigned
mol_1147	train	assigned
mol_1148	train	assigned
mol_1149	train	assigned
mol_1150	val	assigned
mol_1151	train	sampled
mol_1152	train	assigned
mol_1153	train	assigned
mol_1154	val	assigned
mol_1155	train	assigned
mol_1156	train	assigned
mol_1157	train	assigned
mol_1158	train	assigned
mol_1159	test	sampled
mol_1160	val	assigned
mol_1161	train	sampled
mol_1162	val	assigned
mol_1163	val	sampled
mol_1164	train	assigned
mol_1165	train	assigned
mol_1166	train	assigned
mol_1167	train	assigned
mol_1168	train	assigned
mol_1169	train	sampled
mol_1170	train	assigned
mol_1171	train	assigned
mol_1172	train	assigned
mol_1173	train	assigned
mol_1174	train	assigned
mol_1175	val	sampled
mol_1176	train	assigned
mol_1177	train	sampled
mol_1178	test	assigned
mol_1179	train	assigned
mol_1180	val	assigned
mol_1181	train	sampled
mol_1182	train	sampled
mol_1183	train	assigned
mol_1184	val	assigned
mol_1185	train	assigned
mol_1186	train	assigned
mol_1187	test	assigned
mol_1188	train	assigned
mol_1189	train	sampled
mol_1190	train	assigned
mol_1191	val	assigned
mol_1192	train	assigned
mol_1193	train	assigned
mol_1194	val	assigned
mol_1195	test	assigned
mol_1196	train	assigned
mol_1197	train	assigned
mol_1198	train	assigned
mol_1199	train	assigned
mol_1200	train	assigned
mol_1201	val	assigned
mol_1202	train	sampled
mol_1203	val	assigned
mol_1204	train	assigned
mol_1205	train	assigned
mol_1206	train	sampled
mol_1207	test	assigned
mol_1208	train	sampled
mol_1209	train	assigned
mol_1210	train	assigned
mol_1211	train	assigned
mol_1212	train	assigned
mol_1213	test	assigned
mol_1214	train	assigned
mol_1215	test	assigned
mol_1216	train	assigned
mol_1217	train	assigned
mol_1218	train	assigned
mol_1219	test	assigned
mol_1220	test	sampled
mol_1221	train	assigned
mol_1222	train	assigned
mol_1223	val	assigned
mol_1224	train	assigned
mol_1225	train	assigned
mol_1226	val	assigned
mol_1227	val	assigned
mol_1228	train	assigned
mol_1229	val	assigned
mol_1230	val	assigned
mol_1231	val	sampled
mol_1232	train	sampled
mol_1233	train	assigned
mol_1234	train	assigned
mol_1235	train	assigned
mol_1236	train	assigned
mol_1237	test	assigned
mol_1238	val	assigned
mol_1239	val	assigned
mol_1240	train	assigned
mol_1241	val	assigned
mol_1242	test	sampled
mol_1243	val	assigned
mol_1244	train	assigned
mol_1245	val	assigned
mol_1246	test	assigned
mol_1247	train	sampled
